retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
المنظمات: يونايتد ستيتس اوف اميركا
الأماكن: الولايات المتحدة الامريكية
النص: الولايات المتحدة الأمريكية ( 2 ) ( بالإنجليزية United States of America يونايتد ستيتس أوف أميركا ) هي جمهورية دستورية اتحادية ( 1 ) تضم خمسين ولاية ومنطقة العاصمة الاتحادية

[Chunk 2]
الأماكن: الولايات المتحدة الامريكية
النص: الولايات المتحدة الأمريكية هي جمهورية دستورية اتحادية تضم خمسين ولاية ومنطقة العاصمة الاتحادية

[Chunk 3]
الأماكن: المحيط الهادي، امريكا الشمالية، شنطن، كندا، والمك، يط الاطلسي
النص: تقع معظم البلاد في وسط أمريكا الشمالية ، حيث تقع 48 ولاية وواشنطن العاصمة بين المحيط الهادئ والمحيط الأطلسي وتحدها كندا شمالا والمكسيك جنوبا",ما هو عدد الولايات في الولايات المتحدة الأمريكية ؟,خمسين ولاية,خمسين ولاية.,0.93,0.91,0.91
"[Chunk 1]
الأماكن: الاس، الغربي، كندا، مضيق بيرينغ
النص: تقع ولاية ألاسكا في الشمال الغربي من القارة ، وتحدها كندا شرقا وروسيا غربا عبر مضيق بيرينغ

[Chunk 2]
الأماكن: الشرق الاوسط، غربي اسيا، وشبه جزيرة سيناء، ي افريقيا
النص: تقع في قلب الشرق الأوسط وتصل بين غربي آسيا وشمالي أفريقيا بوقوعها وشبه جزيرة سيناء عند نقطة التقاء القارتين

[Chunk 3]
الأماكن: المحيط الهادي، امريكا الشمالية، شنطن، كندا، والمك، يط الاطلسي
النص: تقع معظم البلاد في وسط أمريكا الشمالية ، حيث تقع 48 ولاية وواشنطن العاصمة بين المحيط الهادئ والمحيط الأطلسي وتحدها كندا شمالا والمكسيك جنوبا",اين تقع ولاية ألاسكا ؟,"الشمال الغربي من القارة ،","تقع ولاية ألاسكا في الشمال الغربي من القارة، وتحدها كندا شرقا وروسيا غربا عبر مضيق بيرينغ.",0.92,0.91,0.93
"[Chunk 1]
المنظمات: الولايات المتحدة
النص: تأتي الولايات المتحدة في المركز الثالث من حيث المساحة ( 3 79 مليون ميل مربع أو 9

[Chunk 2]
الأماكن: الولايات المتحدة
النص: 83 مليون كم ) ، وتحتل المرتبة الثالثة من حيث عدد السكان ( 307 مليون نسمة ) وتتميز الولايات المتحدة بأنها واحدة من أكثر دول العالم تنوعا من حيث العرق والثقافة ، وجاء ذلك نتيجة الهجرة الكبيرة إليها من بلدان مختلفة

[Chunk 3]
المنظمات: يونايتد ستيتس اوف اميركا
الأماكن: الولايات المتحدة الامريكية
النص: الولايات المتحدة الأمريكية ( 2 ) ( بالإنجليزية United States of America يونايتد ستيتس أوف أميركا ) هي جمهورية دستورية اتحادية ( 1 ) تضم خمسين ولاية ومنطقة العاصمة الاتحادية",ما هي مساحة الولايات المتحدة الأمريكية ؟,"( 3.79 مليون ميل مربع أو 9.83 مليون كم ) ،","تأتي الولايات المتحدة في المركز الثالث من حيث المساحة (3,79 مليون ميل مربع أو 9,83 مليون كم).",0.92,0.91,0.93
"[Chunk 1]
الأماكن: اوروبا
التواريخ: 11 نوفمبر 1918، 28 يوليو 1914
النص: الحرب العالمية الأولى ، وتسمى أيضا الحرب العظمى ، كانت حرب عالمية نشبت بداية في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918

[Chunk 2]
الأماكن: اوروبا
التواريخ: 11 نوفمبر 1918، 28 يوليو 1914
النص: الحرب العالمية الأولى ، وتسمى أيضا الحرب العظمى ، كانت حرب عالمية نشبت بداية في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918

[Chunk 3]
الأماكن: اوروبا
التواريخ: الاول من سبتمبر من عام 1939، الثاني من سبتمبر عام 1945
النص: الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945 ، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما",متى نشبت الحرب العالمية الأولى ؟,28 يوليو 1914,نشبت الحرب العالمية الأولى في 28 يوليو 1914.,0.91,0.91,0.93
"[Chunk 1]
التواريخ: عام 1918
النص: لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب ، وتعتبر أيضا عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918 ، والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحاء العالم

[Chunk 2]
الأماكن: اوروبا
التواريخ: 11 نوفمبر 1918، 28 يوليو 1914
النص: الحرب العالمية الأولى ، وتسمى أيضا الحرب العظمى ، كانت حرب عالمية نشبت بداية في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918

[Chunk 3]
الأماكن: اوروبا
التواريخ: 11 نوفمبر 1918، 28 يوليو 1914
النص: الحرب العالمية الأولى ، وتسمى أيضا الحرب العظمى ، كانت حرب عالمية نشبت بداية في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918",ما هو عدد القتلى نتيجة الحرب العالمية الأولى ؟,"أكثر من 70 مليون فرد عسكري ،",لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب.,0.92,0.93,0.92
"[Chunk 1]
الأشخاص: ز فرديناند، فران، وي غافر، يلو برينسيب
المنظمات: النمسا
التواريخ: 28 يونيو 1914، يوليو
النص: وفي يوم 28 يونيو 1914 ، قام القومي الصرب بوسني اليوغسلافيوي غافريلو برينسيب باغتيال ولي عهد النمسا الأرشيدوق فرانز فرديناند مع زوجته في سراييفو ، ما أدى إلى نشوب أزمة يوليو

[Chunk 2]
الأشخاص: لويس السادس عشر
التواريخ: يناير 1793
النص: في حدث تاريخي أدى إلى إدانة دولية له ، تم إعدام لويس السادس عشر في يناير 1793

[Chunk 3]
المنظمات: جمهورية النمسا
الأماكن: النمسا، اوروبا الوسطى
النص: النمسا أو رسميا جمهورية النمسا هي جمهورية فيدرالية وبلد غير ساحلي يقع في أوروبا الوسطى",متى قام غافريلو برينسيب باغتيال ولي عهد النمسا فرانز فرديناند ؟,"28 يونيو 1914 ،",28 يونيو 1914.,0.9,0.92,0.93
"[Chunk 1]
الأماكن: اوروبا
التواريخ: الاول من سبتمبر من عام 1939، الثاني من سبتمبر عام 1945
النص: الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945 ، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما

[Chunk 2]
الأماكن: اوروبا
التواريخ: الاول من سبتمبر من عام 1939، الثاني من سبتمبر عام 1945
النص: الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945 ، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما

[Chunk 3]
النص: تعد الحرب أحد أعنف صراعات في التاريخ ، وتسببت في التمهيد لتغييرات سياسية كبيرة تضمنت ثورات 1917–1923 في العديد من الدول المشتركة ساهمت الصراعات غير المحلولة في نهاية النزاع في بداية الحرب العالمية الثانية بعد عشرين سنة",متى بدأت الحرب العالمية الثانية ؟,في الأول من سبتمبر من عام 1939,بدأت الحرب العالمية الثانية في الأول من سبتمبر من عام 1939.,0.91,0.92,0.91
"[Chunk 1]
الأماكن: هيروشيما
النص: تميزت الحرب العالمية الثانية بعدد كبير من القتلى المدنيين ، القصف الاستراتيجي الذي أودى بحياة حوالي مليون شخص ، ومنه القنبلتان الذريتان اللتان ألقيتا على هيروشيما وناغازاكي ، أدت الحرب إلى وقوع ما بين 50 و 85 مليون قتيل حسب التقديرات لذلك تعد الحرب العالمية الثانية أكثر الحروب دموية في تاريخ البشرية

[Chunk 2]
التواريخ: عام 1918
النص: لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب ، وتعتبر أيضا عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918 ، والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحاء العالم

[Chunk 3]
الأماكن: اوروبا
التواريخ: الاول من سبتمبر من عام 1939، الثاني من سبتمبر عام 1945
النص: الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945 ، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما",ما هو عدد القتلى نتيجة الحرب العالمية الثانية ؟,ما بين 50 و 85 مليون قتيل,"حسب السياق، عدد القتلى نتيجة الحرب العالمية الثانية ما بين 50 و 85 مليون قتيل.",0.93,0.92,0.93
"[Chunk 1]
المنظمات: الامبراطورية اليابانية، المانيا، بولندا، جمهورية الصين، فرنسا، والمملكة المتحدة
الأماكن: اسيا، والمح، يط الهادي
التواريخ: 7 يوليو 1937، الاول من سبتمبر عام 1939
النص: كانت الإمبراطورية اليابانية قد أعلنت الحرب على جمهورية الصين في 7 يوليو 1937 ، حيث هدفت إلى السيطرة على آسيا والمحيط الهادي ، إلا أن البداية الفعلية للحرب تعتبر في الأول من سبتمبر عام 1939 ، وذلك عندما قامت ألمانيا باجتياح بولندا ، وتوالت بعدها إعلانات الحرب على ألمانيا من قبل فرنسا والمملكة المتحدة

[Chunk 2]
المنظمات: الصين
الأماكن: ا رنم، الشعبية، الصين، جمهورية، ين غونغهيغو
النص: الصين ( بالصينية المبسطة تشونغوا بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية ) هي الدولة الأكثر سكانا في العالم حيث يقطنها أكثر من 1 338 مليار نسمة

[Chunk 3]
الأماكن: اوروبا
التواريخ: 11 نوفمبر 1918، 28 يوليو 1914
النص: الحرب العالمية الأولى ، وتسمى أيضا الحرب العظمى ، كانت حرب عالمية نشبت بداية في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918",متى اعلنت الإمبراطورية اليابانية الحرب على جمهورية الصين ؟,"7 يوليو 1937 ،",7 يوليو 1937.,0.91,0.91,0.92
"[Chunk 1]
المنظمات: الاتحاد الدولي لكرة القدم، روسيا
التواريخ: 14 يونيو، 15 يوليو من عام 2018
النص: كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية ، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم ، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018

[Chunk 2]
المنظمات: الاتحاد الدولي لكرة القدم، روسيا
التواريخ: 14 يونيو، 15 يوليو من عام 2018
النص: كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية ، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم ، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018

[Chunk 3]
الأماكن: موسكو
النص: وتجرى مباريات كأس العالم 2018 في 11 مدينة روسية واحتضنت العاصمة موسكو مباراة الافتتاح وستستضيف المباراة النهائية كذلك",أين أقيم كأس العالم 2018 ؟,روسيا,"روسيا،specifically Moscow.",0.92,0.93,0.92
"[Chunk 1]
الأماكن: المانيا
التواريخ: 2006
النص: بطولة كأس العالم من أكثر الأحداث الرياضية مشاهدة على مستوى العالم ، ففي نهائي كأس العالم لكرة القدم 2006 ، الذي أقيم في ألمانيا ، قدر عدد من تابع المباراة النهائية ب 715 مليون شخص

[Chunk 2]
الأماكن: القارة الاوروبية، المانيا، اوروبا الشرقية
النص: وهي النسخة الأولى من بطولات كأس العالم التي أقيمت في أوروبا الشرقية ، وكذلك هي المرة الأولى التي تستضيف بها القارة الأوروبية منافسات البطولة بعد بطولة كأس العالم 2006 والتي أقيمت في ألمانيا

[Chunk 3]
المنظمات: الاتحاد الدولي لكرة القدم، روسيا
التواريخ: 14 يونيو، 15 يوليو من عام 2018
النص: كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية ، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم ، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018",أين أقيمت بطولة كأس العالم 2006 ؟,ألمانيا .,ألمانيا.,0.92,0.93,0.92
"[Chunk 1]
الأماكن: روسيا، غرب جبال الاورال
النص: ومن الملاحظ أن المدن المستضيفة لمنافسات البطولة هي جلها مدن روسيا الأوروبية ، وهي التي تقع في الجانب الغربي من روسيا ، وتحديدا في غرب جبال الأورال

[Chunk 2]
الأماكن: موسكو
النص: وتجرى مباريات كأس العالم 2018 في 11 مدينة روسية واحتضنت العاصمة موسكو مباراة الافتتاح وستستضيف المباراة النهائية كذلك

[Chunk 3]
الأماكن: القارة الاوروبية، المانيا، اوروبا الشرقية
النص: وهي النسخة الأولى من بطولات كأس العالم التي أقيمت في أوروبا الشرقية ، وكذلك هي المرة الأولى التي تستضيف بها القارة الأوروبية منافسات البطولة بعد بطولة كأس العالم 2006 والتي أقيمت في ألمانيا",أين تقع المدن المستضيفة لمنافسات البطولة ؟,"الجانب الغربي من روسيا ،","المدن المستضيفة لمنافسات البطولة هي جلها مدن روسيا الأوروبية، وتقع في الجانب الغربي من روسيا، غرب جبال الأورال.",0.91,0.91,0.92
"[Chunk 1]
الأشخاص: ابو محمد عبد الله العاضد لدين الله، بدر الدين الجمالي، صلاح الدين
الأماكن: بمصر
التواريخ: 117
النص: استمرت الدولة الفاطمية تنازع حتى سنة 1171 م عندما استقل صلاح الدين الأيوبي بمصر بعد وفاة آخر الخلفاء الفاطميين ، وهو أبو محمد عبد الله العاضد لدين الله ، وأزال سلطتهم الإسمية بعد أن كانت سلطتهم الفعلية قد زالت منذ عهد الوزير بدر الدين الجمالي

[Chunk 2]
الأشخاص: المظ، صلاح الدين، مروان بن يعقوب الدويني التكريتي، يوسف بن ايوب بن شاذي
المنظمات: الدولة
الأماكن: والحج، والشام، واليمن
النص: الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدويني التكريتي ( 532 - 589 ه / 1138 - 1193 م ) ، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية ، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة .

[Chunk 3]
الأشخاص: المظ، صلاح الدين، مروان بن يعقوب الدويني التكريتي، يوسف بن ايوب بن شاذي
الأماكن: والحج، والشام، واليمن
النص: الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدويني التكريتي ( 532 - 589 ه / 1138 - 1193 م ) ، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية ، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة",كم استمرت الخلافة الفاطمية ؟,262,استمرت الخلافة الفاطمية 262 سنة.,0.93,0.93,0.92
"[Chunk 1]
الأشخاص: صلاح الدين
المنظمات: جيش بيت المقدس
الأماكن: القدس، فلسطين، ولبنان
التواريخ: اواخر القرن الحادي عشر
النص: قاد صلاح الدين عدة حملات ومعارك ضد الفرنجة وغيرهم من الصليبيين الأوروبيين في سبيل استعادة الأراضي المقدسة التي كان الصليبيون قد استولوا عليها في أواخر القرن الحادي عشر ، وقد تمكن في نهاية المطاف من استعادة معظم أراضي فلسطين ولبنان بما فيها مدينة القدس ، بعد أن هزم جيش بيت المقدس هزيمة منكرة في معركة حطين

[Chunk 2]
المنظمات: اسراييل، وسوريا
الأماكن: اسراييل، الاردن، الضفة الغربية، سوريا، شبه جزيرة سيناء، ضبة الجولان، قطاع غزة
التواريخ: عام 1973
النص: حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر أو حرب تشرين التحريرية كما تعرف في سوريا أو حرب يوم الغفران ( بالعبرية ، ميلخمت يوم كيبور ) كما تعرف في إسرائيل ، هي حرب شنتها كل من مصر وسوريا على إسرائيل عام 1973 وهي رابع الحروب العربية الإسرائيلية بعد حرب 1948 ( حرب فلسطين ) وحرب 1956 ( حرب السويس ) وحرب 1967 ( حرب الستة أيام ) ، وكانت إسرائيل في الحرب الثالثة قد احتلت شبه جزيرة سيناء من مصر وهضبة الجولان من سوريا إلى جانب الضفة الغربية من الأردن بالإضافة إلى قطاع غزة الخاضع آنذاك لحكم عسكري مصري

[Chunk 3]
المنظمات: القوات الاسراييلية، وسوريا
الأماكن: اسراييل، الاردن، الضفة الغربية، سوريا، شبه جزيرة سيناء، ضبة الجولان، قطاع غزة
التواريخ: 10 رمضان 1393 ه، 6 اكتوبر / تشرين الاول 1973، عام 1973، يوم السبت
النص: حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر أو حرب تشرين التحريرية كما تعرف في سوريا أو حرب يوم الغفران كما تعرف في إسرائيل ، هي حرب شنتها كل من مصر وسوريا على إسرائيل عام 1973 وهي رابع الحروب العربية الإسرائيلية بعد حرب 1948 ( حرب فلسطين ) وحرب 1956 ( حرب السويس ) وحرب 1967 ( حرب الستة أيام ) ، وكانت إسرائيل في الحرب الثالثة قد احتلت شبه جزيرة سيناء من مصر وهضبة الجولان من سوريا إلى جانب الضفة الغربية من الأردن بالإضافة إلى قطاع غزة الخاضع آنذاك لحكم عسكري مصري بدأت الحرب يوم السبت 6 أكتوبر / تشرين الأول 1973 م الموافق 10 رمضان 1393 ه بتنسيق هجومين مفاجئين ومتزامنين على القوات الإسرائيلية",في أي معركة هزم صلاح الدين الأيوبي جيش بيت المقدس ؟,معركة حطين .,حطين.,0.45,0.91,0.92
"[Chunk 1]
الأشخاص: صلاح الدين، عبد القادر الجيلاني
الأماكن: ببغداد
النص: كان صلاح الدين يقول بمذهب أهل السنة والجماعة ، وروي أن عبد القادر الجيلاني دعا له عندما رآه بالبركة فيه ، خلال "" زيارة خفية "" لنجم الدين أيوب وأسرته ببغداد سنة 533 ه / 1138 م ، وهذا يفسر أتباعه الطريقة القادرية فيما بعد وبعض العلماء كالمقريزي ، وبعض المؤرخين المتأخرين قالوا

[Chunk 2]
الأشخاص: المظ، صلاح الدين، مروان بن يعقوب الدويني التكريتي، يوسف بن ايوب بن شاذي
المنظمات: الدولة
الأماكن: والحج، والشام، واليمن
النص: الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدويني التكريتي ( 532 - 589 ه / 1138 - 1193 م ) ، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية ، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة .

[Chunk 3]
الأشخاص: المظ، صلاح الدين، مروان بن يعقوب الدويني التكريتي، يوسف بن ايوب بن شاذي
الأماكن: والحج، والشام، واليمن
النص: الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدويني التكريتي ( 532 - 589 ه / 1138 - 1193 م ) ، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية ، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة",بأي مذهب كان يقول صلاح الدين الأيوبي ؟,"بمذهب أهل السنة والجماعة ،",كان صلاح الدين الأيوبي يقول بمذهب أهل السنة والجماعة.,0.93,0.91,0.92
"[Chunk 1]
المنظمات: العراق
الأماكن: الخليج العربي، بالك، بغداد، جمهورية العراق، رى عراق، غرب اسيا، والعراق
النص: العراق ( رسميا جمهورية العراق ) ، و ( بالكردية كمارى عراق ) ، هو جمهورية برلمانية اتحادية وفقا لدستور العراق ، ويتكون من ثمان عشرة محافظة رسميا ، وتسع عشرة محافظة بحكم الأمر الواقع ( محافظة حلبجة ) ، عاصمته بغداد ، والعراق أحد دول غرب آسيا المطلة على الخليج العربي

[Chunk 2]
المنظمات: العراق
الأماكن: الخليج العربي، بالك، بغداد، جمهورية العراق، رى عراق، غرب اسيا، والعراق
النص: العراق أو ( رسميا جمهورية العراق ) ، و ( بالكردية كمارى عراق ) ، هي دولة عربية ، وتعد جمهورية برلمانية اتحادية وفقا لدستور العراق ، وتتكون من ثمان عشرة محافظة رسميا ، وتسع عشرة محافظة بحكم الأمر الواقع ( محافظة حلبجة ) ، عاصمته بغداد ، والعراق أحد دول غرب آسيا المطلة على الخليج العربي

[Chunk 3]
الأماكن: طهران
النص: طهران هي العاصمة ، وأكبر مدينة في البلاد والوسط السياسي والثقافي والتجاري والصناعي للأمة",ماهي عاصمة العراق ؟,"بغداد ،",بغداد.,0.93,0.92,0.92
"[Chunk 1]
المنظمات: العربية، بالسعودية
الأماكن: البحر الاحمر، البحرين، الجنوب الشرقي، الخليج العربي، الشمال الشرقي، العراق، الكويت، المتحدة، اليمن، جسر الملك فهد، والاردن، والامارات
النص: يحدها من الشمال العراق والأردن وتحدها الكويت من الشمال الشرقي ، ومن الشرق تحدها كل من قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك فهد الواقع على الخليج العربي ، ومن الجنوب تحدها اليمن ، وعمان من الجنوب الشرقي ، كما يحدها البحر الأحمر من جهة الغرب

[Chunk 2]
المنظمات: جمهورية التشيك
الأماكن: الشمال والمجر، شتاين، والمانيا، وايطاليا، وفين، ويسرا
النص: تحدها جمهورية التشيك وألمانيا في الشمال والمجر وسلوفاكيا إلى الشرق وسلوفينيا وإيطاليا من الجنوب ، وسويسرا وليختنشتاين من الغرب

[Chunk 3]
المنظمات: جامعة الدول العربية، ومنظمة الموتمر الاسلامي، ومنظمة اوبك
الأماكن: الكويت، ايران، تركيا، سوريا، والاردن، والمملكة العربية السعودية
النص: يحده من الجنوب الكويت والمملكة العربية السعودية ، ومن الشمال تركيا ، ومن الغرب سوريا والأردن ، ومن الشرق إيران ، وهو عضو في جامعة الدول العربية ومنظمة المؤتمر الإسلامي ومنظمة أوبك",ما الدول التي تحد العراق من الجنوب ؟,"الكويت والمملكة العربية السعودية ،",يحد العراق اليمن من الجنوب.,0.4,0.93,0.31
"[Chunk 1]
المنظمات: العراقية
الأماكن: الجمهورية، العراق، والشر، وترك
التواريخ: 2016
النص: يقدر عدد سكان الجمهورية العراقية في 2016 م بحوالي 37 , 547 , 686 نسمة ، وتصل نسبة العرب من 75 % إلى 80 % من الشعب العراقي ، والأكراد إلى 15 % من الشعب ، أما ال ( 5 %-10 %) الباقية فمن ، وتركمان العراق وأقليات أخرى وهي المندائيين ، والأرمن ، والشركس ، وإيرانيين ، وشبك ، وأيزيديين ، والكاولية ، وغالبية سكان العراق مسلمين وتصل نسبتهم إلى 95 % من السكان وهناك جدل حول نسبة الشيعة والسنة في البلاد ، وكلا الطائفتين تدعي إنها تشكل الأغلبية العددية ، دون وجود تعداد عام للسكان وبإشراف دولي وتؤكد الهيئات الدولية أن ثقلهما متقارب ومتوازن

[Chunk 2]
المنظمات: العراق
الأماكن: الخليج العربي، بالك، بغداد، جمهورية العراق، رى عراق، غرب اسيا، والعراق
النص: العراق ( رسميا جمهورية العراق ) ، و ( بالكردية كمارى عراق ) ، هو جمهورية برلمانية اتحادية وفقا لدستور العراق ، ويتكون من ثمان عشرة محافظة رسميا ، وتسع عشرة محافظة بحكم الأمر الواقع ( محافظة حلبجة ) ، عاصمته بغداد ، والعراق أحد دول غرب آسيا المطلة على الخليج العربي

[Chunk 3]
المنظمات: العراق
الأماكن: الخليج العربي، بالك، بغداد، جمهورية العراق، رى عراق، غرب اسيا، والعراق
النص: العراق أو ( رسميا جمهورية العراق ) ، و ( بالكردية كمارى عراق ) ، هي دولة عربية ، وتعد جمهورية برلمانية اتحادية وفقا لدستور العراق ، وتتكون من ثمان عشرة محافظة رسميا ، وتسع عشرة محافظة بحكم الأمر الواقع ( محافظة حلبجة ) ، عاصمته بغداد ، والعراق أحد دول غرب آسيا المطلة على الخليج العربي",بكم يقدر عدد سكان العراق ؟,"بحوالي 37 , 547 , 686 نسمة ،","يقدر عدد سكان الجمهورية العراقية في 2016 م بحوالي 37,547,686 نسمة.",0.93,0.91,0.7
"[Chunk 1]
الأشخاص: ert einstein، البرت اينشتاين
التواريخ: 14 مارس 1879، 18 ابريل 1955، عام 1921
النص: ألبرت أينشتاين ( بالألمانية Albert Einstein ) ( 14 مارس 1879 – 18 أبريل 1955 ) عالم فيزياء ألماني المولد ، ( حيث تخلى عن الجنسية الألمانية لاحقا ) سويسري وأمريكي الجنسية ، من أبوين يهوديين ، وهو يشتهر بأب النسبية كونه واضع النسبية الخاصة والنسبية العامة الشهيرتين اللتين كانتا اللبنة الأولى للفيزياء النظرية الحديثة ، ولقد حاز في عام 1921 على جائزة نوبل في الفيزياء عن ورقة بحثية عن التأثير الكهروضوئي ، ضمن ثلاثمائة ورقة علمية أخرى له في تكافؤ المادة والطاقة وميكانيكا الكم وغيرها ، وأدت استنتاجاته المبرهنة إلى تفسير العديد من الظواهر العلمية التي فشلت الفيزياء الكلاسيكية في إثباتها

[Chunk 2]
الأشخاص: البرت اينشتاين
التواريخ: 14 مارس 1879، 18 ابريل 1955، عام 1921
النص: ألبرت أينشتاين ( 14 مارس 1879 – 18 أبريل 1955 ) عالم فيزياء ألماني المولد ، ( حيث تخلى عن الجنسية الألمانية لاحقا ) سويسري وأمريكي الجنسية ، من أبوين يهوديين ، وهو يشتهر بأب النسبية كونه واضع النسبية الخاصة والنسبية العامة الشهيرتين اللتين كانتا اللبنة الأولى للفيزياء النظرية الحديثة ، ولقد حاز في عام 1921 على جائزة نوبل في الفيزياء عن ورقة بحثية عن التأثير الكهروضوئي ، ضمن ثلاثمائة ورقة علمية أخرى له في تكافؤ المادة والطاقة وميكانيكا الكم وغيرها ، وأدت استنتاجاته المبرهنة إلى تفسير العديد من الظواهر العلمية التي فشلت الفيزياء الكلاسيكية في إثباتها

[Chunk 3]
الأشخاص: شتاين
المنظمات: اكاديمية العلوم البروسية
الأماكن: برلين
النص: قام أينشتاين بتدريس الفيزياء النظرية في زيورخ بين عامي ( 1912 - 1914 ) قبل أن يغادر إلى برلين ، حيث انتخب في أكاديمية العلوم البروسية",في أي علم ولد ألبرت أينشتاين ؟,1879,ولد ألبرت أينشتاين في الفيزياء.,0.92,0.93,0.34
