retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
عمل في رعاية الشباب بوزارة الشؤون الاجتماعية وإليه تعزى فكرة إقامة بطولة كأس الخليج لكرة القدم . عين أميرا لمنطقة عسير عام 1971 . و في 16 مايو 2007 عين أميرا على منطقة مكة المكرمة ، وفي 22 ديسمبر 2013 عين وزير التربية والتعليم حتى عام 2015 ، ثم تم تعيينه مستشارا للملك سلمان بن عبد العزيز ، وأمير منطقة مكة المكرمة ( للمرة الثانية ). وهو عضو في هيئة البيعة السعودية عن والده الملك فيصل بن عبد العزيز آل سعود .

[Chunk 2]
بعد تخرجه بعام 1968 التحق بالقوات الجوية الملكية السعودية ، وظل يعمل في القوات الجوية الملكية السعودية حتى عام 1980. في 2 جمادى الأولى 1400 ه الموافق 18 مارس 1980 عين أميرا لمنطقة حائل ، وظل بهذا المنصب حتى 16 شعبان 1420 ه الموافق 29 نوفمبر 1999 عندما عين أميرا لمنطقة المدينة المنورة . و في 19 رمضان 1426 ه الموافق 22 أكتوبر 2005 عين رئيسا للاستخبارات العامة خلفا لأخيه الأمير نواف ، وظل يتولى المنصب حتى 29 شعبان 1433 ه الموافق 19 يوليو 2012 عندما عين مستشارا للملك ومبعوثا خاصا له .

[Chunk 3]
في 21 فبراير 1961 عينه الشيخ عبد الله السالم الصباح محافظا لمحافظة حولي ، وظل يتولى مسئوليتها حتى 19 مارس 1978 عندما عين وزيرا للداخلية ، والتي استمر بها حتى 26 يناير 1988 عندما تم تعيينه وزيرا للدفاع . وبعد تحرير الكويت ، عين في 20 أبريل 1991 وزيرا للشؤون الاجتماعية والعمل ، وظل يتولى مسئوليتها حتى 17 أكتوبر 1992 عندما خرج من الوزارة . وفي 16 أكتوبر 1994 عين نائبا لرئيس الحرس الوطني . في 13 يوليو 2003 عين وزيرا للداخلية ، وفي 16 أكتوبر من نفس العام صدر مرسوم أميري بتعيينه نائبا أول لرئيس مجلس الوزراء ووزيرا للداخلية .",متى تولى العربي منصب مسؤول التنظيم ؟,في عام 1950,لا أعرف.,0.9,0.1,0.1
"[Chunk 1]
أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد بن حريز الزرعي ( 691 ه - 751 ه / 1292 م - 1350 م ) المشهور باسم "" ابن قيم الجوزية "" أو "" ابن القيم "". هو فقيه ومحدث ومفسر وعالم مسلم مجتهد وواحد من أبرز أئمة المذهب الحنبلي في النصف الأول من القرن الثامن الهجري . نشأ ابن القيم حنبلي المذهب ؛ فقد كان والده "" أبو بكر بن أيوب الزرعي "" قيما على "" المدرسة الجوزية الحنبلية "" ، و عندما شب واتصل بشيخه ابن تيمية حصل تحول بحياته العلمية ، فأصبح لا يلتزم في آرائه وفتاويه بما جاء في المذهب الحنبلي إلا عن اقتناع وموافقة الدليل من الكتاب والسنة ثم على آراء الصحابة وآثار السلف ، ولهذا يعتبره العلماء أحد المجتهدين .

[Chunk 2]
ولد ابن القيم سنة 691 ه الموافقة لسنة 1292 م ، فنشأ في مدينة دمشق ، واتجه لطلب العلم في سن مبكرة ، فأخذ عن عدد كبير من الشيوخ في مختلف العلوم منها التفسير والحديث والفقه والعربية ، وقد كان ابن تيمية أحد أبرز شيوخه ، حيث التقى به في سنة 712 ه / 1313 م ، فلازمه حتى وفاته في سنة 728 ه / 1328 م ، فأخذ عنه علما جما واتسع مذهبه ونصره وهذب كتبه ، وقد كانت مدة ملازمته له سبعة عشر عاما تقريبا . وقد تولى ابن قيم الجوزية الإمامة في "" المدرسة الجوزية "" ، والتدريس في "" المدرسة الصدرية "" في سنة 743 ه .

[Chunk 3]
سجن ابن القيم مع ابن تيمية في شهر شعبان سنة 726 ه / 1326 م بسبب إنكاره لشد الرحال لزيارة القبور ، وأوذي بسبب هذا ، فقد ضرب بالدرة وشهر به على حمار . وأفرج عنه في يوم 20 ذو الحجة سنة 728 ه وكان ذلك بعد وفاة ابن تيمية بمدة . ويذكر المؤرخون أنه قد جرت له مشاكل مع القضاة منها في شهر ربيع الأول سنة 746 ه بسبب فتواه بجواز إجراء السباق بين الخيل بغير محلل . وكذلك حصلت له مشاكل مع القضاة بسبب فتواه بمسألة أن الطلاق الثلاث بكلمة واحدة يقع طلقة واحدة . وتوفي في 13 رجب سنة 751 ه وعمره ستون سنة ، ودفن بمقبرة الباب الصغير بدمشق .",من أبرز شيوخ ابن القيم ؟,ابن تيمية,ابن تيمية.,0.9,0.9,0.91
"[Chunk 1]
بلدة الدرعية أسسها مانع بن ربيعة المريدي سماها بالدرعية على اسم بلدتهم التي قدموا منها ، وهي الدرعية ( بلدة أو قرية صغيرة بالقرب من القطيف ) ، وهي منسوبة إلى جده درع ، وقد قدم مانع المريدي بعد أن دعاه ابن عمه ابن درع إلى حجر اليمامة لأخذ منطقة بالقرب من وادي حنيفة هما غصيبة والملبيد ، ولما توفى مانع خلفه ابنه ربيعة بن مانع فترأس أهل البلد ، وتكاثر سكان الدرعية ، فأراد ربيعة توسعة رقعتها بالاستحواذ على جانب من أراضي آل يزيد وكانت لهم قريتا النعمية والوصيل المجاورتان للدرعية ، فقاتلهم ، وقوى موسى ابن ربيعة ، فأصبح على الإمارة في أيام أبيه ، واستقر في الحكم وقضى على شوكة جيرانه آل يزيد ، وأجلاهم عن قريتيهم وألحقهما بأراضي الدرعية ، وحكم بعده ابنه إبراهيم بن موسى ثم ولده مرخان بن إبراهيم ، بعد وفاة مرخان ، تأمر ابناه ربيعة ومقرن مشتركين معا ، وتداول الإمارة بعدهما ، ابناهما وطبان بن ربيعة بن مرخان ، ومرخان بن مقرن بن مرخان . ثم ناصر بن محمد بن وطبان ، فمحمد بن مقرن ، فإبراهيم بن وطبان ، فإدريس بن وطبان ، إلى أن كانت أيام موسى بن ربيعة بن وطبان سنة 1720 م فتولاها سعود الأول بن محمد بن مقرن وتوفى سنة 1725 م وبعد وفاته ، خلفه أكبر رجال الأسرة سنا ، زيد بن مرخان بن وطبان وقتل سنة 1726 م وتولى محمد بن سعود بن محمد بن مقرن إمارة الدرعية الذي أصبح فيما بعد أول أئمة الدولة السعودية الأولى .

[Chunk 2]
وأنشأ مانع في هذين المكانين بلدة قوية سميت بالدرعية نسبة إلى الدروع ، وأخذت مكانها في قلب الجزيرة العربية حتى أصبحت إمارة معروفة . استمرت أسرة ربيعة بن مانع في إمارة الدرعية منذ ذلك العام إلى أن تولى سعود بن محمد بن مقرن عام 1132 ه وبعد وفاته ليلة عيد الفطر عام 1137 ه تولى زيد بن مرخان في فترة تقل عن السنتين ، حيث تولى بعده الأمير محمد بن سعود الذي أصبح يلقب فيما بعد بالإمام وذلك عام 1139 ه الموافق 1725 م وقاد البلاد إلى مرحلة جديدة في تاريخ المنطقة ، حيث نجح في تأسيس دولة واسعة النفوذ .

[Chunk 3]
كليب وحرب ربيعة وقضاعة بسبب خزيمة بن نهد القضاعي . نتائج يوم خزار بين ربيعة وقبيلة مذحج اليمانية ، هو التجاور بين ربيعة وقضاعة . وهي الحرب التي انتصرت بها قبائل ربيعة ورفعت شأن قبائل معد العدنانية . بعد هذا اليوم وهذه الحروب التي خاضتها قبائل ربيعة أصبح لهم حكم مناطقهم بشكل مستقل عن التبع اليماني ، ماعدا قريش التي التزمت مكة وأصبحت تحظى بمكانة دينية عند العرب بسبب قيامهم على الحرم المقدس عند جميع قبائل العرب ، واستطاع إعادة الملك القحطاني الملك الحارث بن عمرو بن حجر الكندي .",كيف أراد ربيعة بن مانع أن يوسع رقعة بلدة الدرعية ؟,بالاستحواذ على جانب من أراضي آل يزيد,أراد ربيعة بن مانع أن يوسع رقعة بلدة الدرعية بالاستحواذ على جانب من أراضي آل يزيد وكانت لهم قريتا النعمية والوصيل المجاورتان للدرعية.,0.93,0.91,0.9
"[Chunk 1]
هو أبو عبد الله محمد بن إسماعيل بن إبراهيم بن المغيرة بن بردزبه الجعفي البخاري . من أهم علماء الحديث وعلوم الرجال والجرح والتعديل والعلل عند أهل السنة والجماعة ، وأحد كبار الحفاظ الفقهاء ولد في بخارى ليلة الجمعة الثالث عشر من شوال سنة 194 ه ، الموافق 20 يوليو 810 م . وتربى في بيت علم حيث كان أبوه من العلماء المحدثين الراحلين في طلب الحديث ، وتوفي والإمام البخاري صغير فنشأ البخاري يتيما في حجر أمه ، وطلب العلم منذ صغره فدخل الكتاب صبيا وأخذ في حفظ القرآن الكريم وأمهات الكتب المعروفة في زمانه ، حتى إذا بلغ العاشرة من عمره ، بدأ في حفظ الحديث ، والاختلاف إلى الشيوخ والعلماء ، وملازمة حلقات الدروس ، ثم حفظ كتب عبد الله بن المبارك ووكيع بن الجراح وهو ابن ست عشرة . رحل في أرجاء العالم الإسلامي رحلة طويلة للقاء الشيوخ وطلب الحديث فزار أكثر البلدان والأمصار الإسلامية في ذلك الزمان للسماع من علمائها فسمع من قرابة ألف شيخ ، وجمع حوالي ستمائة ألف حديث .

[Chunk 2]
أبو عبد الله محمد بن إسماعيل البخاري ( 13 شوال 194 ه - 1 شوال 256 ه ) / ( 20 يوليو 810 م - 1 سبتمبر 870 م ). أحد كبار الحفاظ الفقهاء من أهم علماء الحديث وعلوم الرجال والجرح والتعديل والعلل عند أهل السنة والجماعة ، له مصنفات كثيرة أبرزها كتاب الجامع الصحيح ، المشهور باسم صحيح البخاري ، الذي يعد أوثق الكتب الستة الصحاح والذي أجمع علماء أهل السنة والجماعة أنه أصح الكتب بعد القرآن الكريم . وقد أمضى في جمعه وتصنيفه ستة عشر عاما . نشأ يتيما وطلب العلم منذ صغره ورحل في أرجاء العالم الإسلامي رحلة طويلة للقاء العلماء وطلب الحديث وسمع من قرابة ألف شيخ ، وجمع حوالي ستمائة ألف حديث . اشتهر شهرة واسعة وأقر له أقرانه وشيوخه ومن جاء بعده من العلماء بالتقدم والإمامة في الحديث وعلومه ، حتى لقب بأمير المؤمنين في الحديث . وتتلمذ عليه كثير من كبار أئمة الحديث كمسلم بن الحجاج وابن خزيمة والترمذي وغيرهم ، وهو أول من وضع في الإسلام كتابا مجردا للحديث الصحيح . ومن أول من ألف في تاريخ الرجال . امتحن أواخر حياته وتعصب عليه حتى أخرج من نيسابور وبخارى فنزل إحدى قرى سمرقند فمرض وتوفي بها .

[Chunk 3]
هو محمد بن إسماعيل بن إبراهيم بن المغيرة بن بردزبه الجعفي البخاري . وقد اختلف المؤرخون حول أصله ، عربي أم فارسي أم تركي ، فأخذ بعضهم كأبي الوليد الباجي ، والخطيب البغدادي ، والنووي ، وابن ناصر الدين ، والذهبي ، وغيرهم برواية أبو أحمد بن عدي الجرجاني في كتاب الكامل أن جده الأكبر بردزبه كان فارسي الأصل ، عاش ومات مجوسيا . ويقال جده المغيرة قد أسلم على يد والي بخارى : يمان المسندي البخاري الجعفي . فانتمى إليه بالولاء وانتقل الولاء في أولاده ، وأصبح الجعفي نسبا له ولأسرة البخاري . وقيل أنه تركي أصله من الأوزبك وهو ما لمح له عدد من المؤرخين مثل حمد الله المستوفي وأبو سعيد الجرديزي وعبد الرزاق السمرقندي وإغناطيوس كراتشكوفسكي وفاسيلي بارتولد . وقيل أنه عربي أصله من الجعفيين . فذكر عدد من العلماء أن جده الأكبر هو الأحنف الجعفي وأن "" بردزبه "" صفة وليس اسم وتعني "" الفلاح "" وهو ما تعود العرب عليه في البلدان الأعجمية ، وممن اعتمد هذا الرأي ابن عساكر ، وابن حجر العسقلاني ، وتاج الدين السبكي ، وزين الدين العراقي ، وابن تغري ، ورجحه عدد من المعاصرين منهم مصطفى جواد ، وناجي معروف ، وعبد العزيز الدوري ، وصالح أحمد العلي ، وحسين علي محفوظ ، وفاروق عمر فوزي ولبيد إبراهيم أحمد العبيدي . ولد الإمام البخاري في بخارى إحدى مدن أوزبكستان حاليا ، ليلة الجمعة الثالث عشر من شوال سنة 194 ه ، وتربى في بيت علم إذ كان أبوه من العلماء المحدثين ، واشتهر بين الناس بسمته وورعه ، ورحل في طلب الحديث وروى عن مالك بن أنس وحماد بن زيد كما رأى عبد الله بن المبارك . وتوفي والإمام البخاري صغير . فنشأ البخاري يتيما في حجر أمه ، وروى المؤرخون أن بصره أصيب وهو صغير فرأت أمه إبراهيم عليه السلام في المنام فقال لها : فأصبح وقد رد الله عليه بصره .",أين ولد الامام البخاري ؟,بخارى,بخارى ليلة الجمعة الثالث عشر من شوال سنة 194 ه .,0.9,0.9,0.9
"[Chunk 1]
درب الزلق , هو مسلسل كويتي كوميدي . يعد من أشهر وأبرز المسلسلات الخليجية والعربية على الإطلاق والذي عرض في أغلب محطات التلفزيون العربية وهو من إنتاج سنة 1977. من بطولة الفنان عبدالحسين عبدالرضا ، خالد النفيسي ، سعد الفرج ، عبدالعزيز النمش وعلي المفيدي . والمسلسل من إخراج حمدي فريد . ومن تأليف عبد الأمير التركي .

[Chunk 2]
كانت بداياته في أوائل ستينات القرن العشرين ، وتحديدا في عام 1961 وذلك من خلال مسرحية صقر قريش بالفصحى ، حيث كان بديلا للممثل « عدنان حسين » ، وأثبت نجاحه أمام أنظار المخرج زكي طليمات ، وتوالت بعدها الأعمال من مسلسلات تلفزيونية ومسرحيات لتنطلق معها الإنجازات والشهرة والجوائز وغيرها . قدم أشهر المسلسلات الخليجية على الإطلاق والذي لا يزال المسلسل الأول بالخليج وهو مسلسل درب الزلق مع سعد الفرج وخالد النفيسي وعبد العزيز النمش وعلي المفيدي . كذلك مسلسل الأقدار الذي كتبه بنفسه ، وعلى جانب المسرح كانت له مسرحيات كثيرة أشهرها باي باي لندن وبني صامت وعزوبي السالمية وعلى هامان يا فرعون وغيرها الكثير . كما أنه قام بكتابة بعض أعماله المسرحية والتلفزيونية بنفسه منها سيف العرب وفرسان المناخ وعزوبي السالمية و 30 يوم حب وقاصد خير وغيرها ، كما أنه خاض مجال التلحين والغناء والتأليف المسرحي والتلفزيوني وأصبح منتج . اشتهر بالشخصية الساخرة المرحة التي تنتقد وتسخر من الأوضاع العربية بقالب كوميدي . وهو أحد مؤسسي « فرقة المسرح العربي » عام 1961 و « فرقة المسرح الوطني » عام 1976 ، كما قام بعام 1979 بتأسيس « مسرح الفنون » كفرقة خاصة ، وفي عام 1989 أسس « شركة مركز الفنون للإنتاج الفني والتوزيع ». وكان قد قام في عام 1971 بتأسيس « شركة مطابع الأهرام ».

[Chunk 3]
بدأت فكرة المسلسل من خلال الفنانين عبد الله السدحان وناصر القصبي ، والمخرج عامر الحمود . بعد أول موسمين انفصل الثلاثي ليكون الثنائي عبدالله السدحان وناصر القصبي بالتعاون مع المخرج عبد الخالق الغانم . واستمر العمل يعرض على القناة السعودية الأولى من الجزء الأول إلى الجزء الثالث عشر عام 2005 ثم انتقل بشكل نهائي إلى MBC منذ عام 2006 في الجزء الرابع عشر إلى الجزء الثامن عشر والأخير في عام 2011 .",من مخرج مسلسل درب الزلق ؟,حمدي فريد,حمدي فريد.,0.9,0.92,0.91
"[Chunk 1]
محمد حسني مبارك وشهرته حسني مبارك ( 4 مايو 1928 - 1 رجب 1441 ه / 25 فبراير 2020 ) من مواليد كفر المصيلحة بمحافظة المنوفية ، هو الرئيس الرابع لجمهورية مصر العربية من 14 أكتوبر 1981 خلفا لمحمد أنور السادات ، وحتى في 11 فبراير 2011 بتنحيه تحت ضغوط شعبية وتسليمه السلطة للمجلس الأعلى للقوات المسلحة . حصل على تعليم عسكري في مصر متخرجا من الكلية الجوية عام 1950 ، ترقى في المناصب العسكرية حتى وصل إلى منصب رئيس أركان حرب القوات الجوية ، ثم قائدا للقوات الجوية في أبريل 1972 م ، وقاد القوات الجوية المصرية أثناء حرب أكتوبر 1973 . وفي عام 1975 اختاره محمد أنور السادات نائبا لرئيس الجمهورية ، وعقب اغتيال السادات عام 1981 على يد جماعة سلفية إسلامية مصرية تقلد رئاسة الجمهورية بعد استفتاء شعبي ، وجدد فترة ولايته عبر استفتاءات في الأعوام 1987 ، 1993 ، و 1999 وبرغم الانتقادات لشروط وآليات الترشح لانتخابات 2005 ، إلا أنها تعد أول انتخابات تعددية مباشرة وجدد مبارك فترته لمرة رابعة عبر فوزه فيها . تعتبر فترة حكمه ( حتى إجباره على التنحي في 11 فبراير عام 2011 ) رابع أطول فترة حكم في المنطقة العربية - من الذين هم على قيد الحياة آنذاك ، بعد السلطان قابوس بن سعيد سلطان عمان والرئيس اليمني علي عبد الله صالح والأطول بين ملوك ورؤساء مصر منذ محمد علي باشا .

[Chunk 2]
علاء الدين محمد حسنى السيد مبارك ( 26 نوفمبر 1960-) هو الابن الأكبر لمحمد حسني مبارك الرئيس الأسبق لجمهورية مصر العربية . علاء مبارك هو رجل أعمال ، ولكن لا تتوفر تفاصيل حول هوية عمله أو أعماله . متزوج من هايدي مجدى راسخ ولهما ولد "" عمر "" . توفى ابنه الأكبر "" محمد "" في 18 مايو 2009 عن عمر 13 سنة عقب أزمة صحية .

[Chunk 3]
محمد مرسي ( 8 أغسطس 1951 - 17 يونيو 2019 ) ، واسمه الكامل محمد محمد مرسي عيسى العياط ، هو الرئيس الخامس لجمهورية مصر العربية والأول بعد ثورة 25 يناير وهو أول رئيس مدني منتخب للبلاد . أعلن فوزه في 24 يونيو 2012 بنسبة 51.73 % من أصوات الناخبين المشاركين بدأت فترته الرئاسية مع الإعلان في 24 يونيو 2012 عن فوزه في انتخابات الرئاسة المصرية 2012 ، وتولى مهام منصبه في 30 يونيو 2012 بعد أدائه اليمين الدستورية . حتى أزيح عن السلطة في انقلاب 2013 في مصر والذي جاء بعد مظاهرات 30 يونيو من نفس العام . وبقي معتقلا منذ تاريخ عزله ، حتى وفاته في 17 يونيو 2019. بعد توجيه عدة تهم إليه من ضمنها التخابر مع قطر وحركة حماس وإفشاء أسرار الأمن القومي أثناء فترة رئاسته .",من هو محمد حسني مبارك ؟,الرئيس الأسبق لجمهورية مصر العربية,محمد حسني مبارك هو الرئيس الرابع لجمهورية مصر العربية من 14 أكتوبر 1981 وحتى 11 فبراير 2011.,0.91,0.91,0.91
"[Chunk 1]
قبرص رسميا جمهورية قبرص دولة قائمة على جزيرة في شرق حوض البحر الأبيض المتوسط في جنوب شرق أوروبا وشمال غرب آسيا . استقلت سنة 1960 عن بريطانيا . تم تقسيمها بعد التدخل العسكري التركي سنة 1974 إلى جزئين ذو أغلبية سكانية يونانية ( في الوسط والجنوب ) وجزء ذو أغلبية سكانية تركية ( في الشمال ) . أعلن في سنة 1983 قيام جمهورية شمال قبرص التركية في القسم التركي .

[Chunk 2]
وفقأ لتعداد عام 2011 فإن 94.8 % من سكان جمهورية قبرص ( الشطر اليوناني من الجزيرة ) هم من المسيحيين الأرثوذكس ، و 0.9 % الأرمن والموارنة ، والروم الكاثوليك 1.5 % ، و 1.0 % كنيسة إنجلترا ، و 0.6 % من المسلمين ، و 1.3 % من الطوائف الدينية الأخرى . يرجع تاريخ الشعوب القديمة التي سكنت الجزيرة إلى حوالي عام 6000 ق . م . واستوطن فيها اليونانيون عام 1200 ق . م وأنشأوا فيها الدول المدن التي كانت شبيهة بالدول المدن اليونانية القديمة .

[Chunk 3]
وقبل المسيح ، غزا قبرص كل من الآشوريين والمصريين واليونانيين والفرس والرومان . وأدخل القديس بولس والقديس برنابا المسيحية إلى الجزيرة عام 45 م . وفي عام 330 بعد الميلاد صارت قبرص جزءا من الإمبراطورية البيزنطية . وفي عام 1191 استولى ريتشارد قلب الأسد ملك إنجلترا على قبرص لكنه باعها لأحد النبلاء الفرنسيين . واحتل الأتراك العثمانيون الجزيرة في سبعينيات القرن السادس عشر الميلادي ، وحكموها حتى عام 1878 عندما سلموها إلى بريطانيا التي حولت الجزيرة إلى مستعمرة ملكية عام 1925.",اين توجد اغلبية السكان الاتراك في قبرص ؟,( في الشمال ),في الشمال.,0.93,0.91,0.91
"[Chunk 1]
بدأت مسيرتها الإعلامية في عمر مبكر ، وتعد أصغر مراسلة في الشرق الأوسط بعمر السابعة عشرة بحسب « مجلة اوك البريطانية » ، بدأت كمراسلة أخبار لقناة العربية من الأردن لمدة أربع سنوات ، وذلك في عام 2004 بدعم من سعد السيلاوي الذي دعمها وشجعها ، والتحقت بعدها إلى الأخبار في قناة إم بي سي 1 كمذيعة ومقدمة البرنامج الأخباري الإجتماعي « إم بي سي في أسبوع ». وأثارت جدلا كبيرا في أوساط الشارع العربي بعد قيامها بتغريدة عن القدس ردا على قرار ترامب بالاعتراف بالقدس عاصمة فلسطين وأثارت تغريدتها ردود فعل غاضبة حيث فسرها البعض بأنها مسيئة للسعودية .

[Chunk 2]
حصلت في عام 2006 على جائزة أفضل مذيعة في المهرجان العربي الرابع للإعلام في بيروت . سميت على موقع قناة العربية ب « قطعة الكريستال » وسمتها جريدة الرياض السعودية ب « المراسلة الحربية ». اختيرت في عام 2011 من بين أقوى مائة سيدة في العالم العربي من قبل مجلة أريبيان بزنس ؛ وحصلت في العام الموالي على جائزة مؤسسة مي شدياق للإبداع التلفزيوني .

[Chunk 3]
عام 1996 تمت تسميته كسفير لصندوق الامم المتحدة للسكان UNFPA وفي عام 1998 شارك في التحضير لانعقاد أول ندوة إقليمية للإعلاميين العرب والمعنيين في الشؤون السكانية بالتعاون بين UNFA وIPPF. وبصفته سفيرا لصندوق الأمم المتحدة للسكان حضر اجتماعات الهيئة العامة للأمم المتحدة ( 1999 ) المخصصة لمناقشة وضع السكان في العالم بعد مرور خمسة أعوام على مؤتمر القاهرة للسكان ، وفي نفس العام تم تكريمه من قبل مهرجان الشباب العربي المنعقد في المغرب .",أين أقاموا المهرجان العربي الرابع للإعلام ؟,في بيروت,بيروت.,0.87,0.91,0.92
"[Chunk 1]
ولد الوليد بن طلال في 7 مارس 1955 في الرياض ، لأم لبنانية وأب سعودي . أمه هي منى الصلح ابنة رياض الصلح أول رئيس وزراء للبنان المستقل في سنة 1943. والده هو الأمير طلال بن عبدالعزيز شغل منصب سفير السعودية في فرنسا ، ووزير مالية الملك سعود لفترة وجيزة . كان في السابعة ، عندما انفصل والداه وذهب للعيش مع أمه في بيروت . درس المرحلة الابتدائية في مدرسة غابة الصنوبر في بيروت . بدت طبيعة الأمير المتمردة تتضح في المدرسة عندما كان يعتاد الفرار والتغيب بدون إذن . بحلول عام 1968 ، أجبره والده على الالتحاق بكلية الملك عبد العزيز الحربية في المملكة . في عام 1974 عاد الأمير ثانية إلى بيروت ، والتحق بمدرسة الشويفات .

[Chunk 2]
الأمير الوليد بن طلال بن عبد العزيز آل سعود ولد في الرياض في 7 مارس 1955 وهو الابن الثاني للأمير طلال بن عبد العزيز ، رجل أعمال سعودي يعد من أكبر المستثمرين في العالم . في العام 2004 ، أدرجت مجلة فوربس الوليد كرابع أغنى رجل بالعالم بثروة تقدر ب 21 مليار دولار . بعد ذلك بسنوات صنفته المجلة الأمريكية عام 2009 في الترتيب 22 من أغنياء العالم بثروة تقدر ب 13.3 مليار دولار وفي عام 2010 ارتفع ترتيبه إلى الترتيب 19 من أغنى أغنياء العالم بثروة تقدر ب 19.4 مليار دولار ، جده لوالده هو الملك عبد العزيز آل سعود مؤسس المملكة العربية السعودية ، وجده لأمه هو رياض الصلح رئيس أول حكومة استقلالية في لبنان . حصل الأمير الوليد على درجة البكالوريوس في العلوم الإدارية والاقتصادية بامتياز وتفوق من كلية مينلو Menlo College في ولاية كاليفورنيا 1979 ، كما حصل على 23 دكتوراه فخرية من مختلف جامعات العالم

[Chunk 3]
طلال بن عبد العزيز آل سعود ( 1 ربيع الآخر 1350 ه / 15 أغسطس 1931 - 15 ربيع الآخر 1440 ه / 22 ديسمبر 2018 م ): أمير سعودي ، الابن الثامن عشر من أبناء الملك عبد العزيز بن عبدالرحمن آل سعود الذكور . أول وزير للمواصلات من 1372 ه - 1374 ه ثم وزيرا للمالية من 1380 ه - 1381 ه ثم سفير في فرنسا . تزعم حركة الأمراء الأحرار التي طالبت بإنشاء حكم دستوري برلماني في البلاد ، وفصل أسرة آل سعود المالكة عن الحكم ، والمساواة بين الرجال والنساء .",اين شغل والد الوليد منصب سفير السعودية ؟,في فرنسا,فرنسا.,0.9,0.91,0.91
"[Chunk 1]
بعد انضمامه للجيش الليبي كون القذافي مجموعة الضباط الوحدويين الأحرار ، ولعب الملازم القذافي دورا جوهريا في الإنقلاب على الحكم السنوسي ذي الملكية الدستورية في ليبيا في الأول من سبتمبر / أيلول 1969 وأطاح بحكم الملك إدريس الأول . ، سمى انقلابه بثورة الفاتح من سبتمبر وحكم ليبيا وهو شاب دون الثلاثين من العمر وأعلن الجمهورية في ليبيا . أطلق على نفسه لقب قائد الثورة وشغل منصب رئيس مجلس قيادة الثورة حتى عام 1977 حين أعلن ليبيا أول جماهيرية في العالم وقدم نظام الحكم الجماهيري الجديد . كما كان يشغل منصب القائد الأعلى للقوات المسلحة منذ سنة 1969.

[Chunk 2]
معمر محمد عبد السلام القذافي ( 7 يونيو 1942 - 20 أكتوبر 2011 ). المعروف باسم العقيد القذافي . كان سياسيا وثوريا ليبيا . وفي الواقع كان حاكم ليبيا لأكثر من 42 سنة . رئيس مجلس قيادة الثورة في الجمهورية العربية الليبية 1969 - 1977. بعدها صار يعرف ب الأخ القائد للجماهيرية العربية الليبية الشعبية الإشتراكية العظمى 1977 - 2011. وصل القذافي إلى السلطة في إنقلاب عسكري خلع به الملك إدريس ملك المملكة الليبية في العام 1969 وظل رئيسا لمجلس قيادة الثورة حتى عام 1977 ، عندما تنحى رسميا من رئاسة مجلس قيادة الثورة ، ونصب نفسه "" قائدا للثورة "". في عام 2008 عقد اجتماع لزعماء أفريقيا ومنح لقب "" ملك ملوك أفريقيا "" ومدافعا رئيسيا عن الولايات المتحدة الأفريقية ، وشغل منصب رئيس الإتحاد الأفريقي في الفترة من 2 فبراير 2009 إلى 31 يناير 2010.

[Chunk 3]
ولد حفتر في مدينة أجدابيا وترعرع هناك . خدم في الجيش الليبي تحت قيادة معمر القذافي وشارك في انقلاب عام 1969 الذي أوصل القذافي إلى السلطة . شارك ضمن الكتيبة الليبية التي خاضت حرب يوم الغفران – رفقة قوات أخرى – عام 1973 ضد إسرائيل . بحلول عام 1987 ؛ أسر حفتر أثناء الحرب ضد تشاد وذلك بعدما نصبت القوات التشادية فخا أوقعته به . شكل هذا الأسر « إحراجا كبيرا » للقذافي ومثل ضربة كبيرة لطموحات العقيد معمر في تشاد . أثناء احتجازه ؛ شكل هو وزملاؤه مجموعة ضباط على أمل الإطاحة بالقذافي فيما بعد . أطلق سراحه في عام 1990 وذلك بعد صفقة مع حكومة الولايات المتحدة وقضى ما يقرب من عقدين في مدينة لانغلي بولاية فرجينيا بالولايات المتحدة وهناك حصل على الجنسية الأمريكية . في عام 1993 ؛ وأثناء إقامته في الولايات المتحدة أدين حفتر غيابيا بجرائم ضد الجماهيرية وحكم عليه بالإعدام .",ماذا كون القذافي بعد انضمامه للجيش الليبي ؟,مجموعة الضباط الوحدويين الأحرار,أطاح بحكم الملك إدريس الأول وأعلن الجمهورية في ليبيا.,0.92,0.8,0.2
