retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
الأماكن: المحيط الهندي، جمهورية، ساحل افريقيا الشرقي، سيشل، فيكتوريا، ماهي، مدغشقر
النص: سيشل رسميا جمهورية سيشل هي دولة جزيرية في أفريقيا تتواجد في المحيط الهندي مكونة من عدة جزر ، عاصمتها مدينة فيكتوريا . الجغرافيا . سميت بهذا الاسم نسبة إلى شخص فرنسي كان مسؤولا عن جباية الضرائب . يتألف أرخبيل « سيشل » من نحو 115 جزيرة في المحيط الهندي تبعد نحو 1600 كيلو متر عن ساحل إفريقيا الشرقي ، إلى الشمال الشرقي من مدغشقر ، وتتوسط جزرها الرئيسية بقية الجزر وهي ماهيه وبراسلين ولا ديغو وهي عبارة عن جزر جرانيت صخرية

[Chunk 2]
المنظمات: الاتحاد السويسري، الكون، ة السويسرية، رالي، طات الاتحادية، للسل
الأماكن: المانيا، اوروبا الغربية، ايطاليا، سويسرا، شتاين، فرنسا، والن
التواريخ: نهاية القرن الثالث عشر
النص: سويسرا ""( بالألمانية : die Schweiz ، بالفرنسية : la Suisse ، بالإيطالية : Svizzera ، بالرومانشية : Svizra )"" ورسميا الاتحاد السويسري هي جمهورية فيدرالية تتكون من 26 كانتونا ، مع برن عاصمة ومقرا للسلطات الاتحادية . تقع سويسرا في أوروبا الغربية ، حيث تحدها ألمانيا من الشمال ، فرنسا من الغرب ، إيطاليا من الجنوب ، والنمسا وليختنشتاين من الشرق . تشكلت الكونفدرالية السويسرية على مدى عدة قرون ، لكنها تميزت منذ نهاية القرن الثالث عشر بحرصها على الحياد والسلمية مع الدول ، وابتعادها عن الدخول في حروب مع جيرانها

[Chunk 3]
الأماكن: سيشل، موريشيوس
التواريخ: 190، 1976 م، يونيو من سنة
النص: . ومن سنة 1814 إلى 1903 م كانت الجزيرة تدار كجزء من موريشيوس لتصبح سيشل مستعمرة قائمة بذاتها إلى أن نالت استقلالها في يونيو من سنة 1976 م . التقسيم الإداري .",ما هي جمهورية سيشل ؟,هي دولة جزيرية في أفريقيا تتواجد في المحيط الهندي,"جمهورية سيشل هي دولة جزيرية في أفريقيا تتواجد في المحيط الهندي مكونة من عدة جزر، عاصمتها مدينة فيكتوريا.",0.91,0.92,0.91
"[Chunk 1]
النص: . بلغ عدد حلقات المسلسل 338 حلقة . يقدم المسلسل قناعات وطقوس لأناس عاشوا في الماضي القريب والبعض مازال متواجد ، والكثيرين يقدسون العادات والتقاليد مهما كان فيها من تخلف وجهل ، لذلك الكثير من العادات والتقاليد تحتاج للحذف من قاموس حياتنا اليومية والدراما كانت وسيلة لذلك . طاقم التمثيل

[Chunk 2]
التواريخ: عام 1989
النص: . الحلقات . على عكس العصر الكلاسيكي للمسلسل الذي انتهى في عام 1989 ، كانت الخطة مع المسلسل الجديد هي أن تكون كل حلقة قصة مستقلة ، بدون مسلسلات . من أصل ثلاث عشرة حلقة في المسلسل ، سبعة منها اتبعت هذا التنسيق ؛ تم تجميع الستة المتبقية معا في ثلاث قصص من جزأين . أيضا ، ولأول مرة منذ "" المقاتلون "" في الموسم الثالث ، تم منح كل حلقة عنوانا فرديا ، كما هو الحال مع القصص المستقلة والمكونة من جزأين . طاقم العمل . فريق التمثيل الرئيسي . تم تكليف فريق الإنتاج بإيجاد ممثل مناسب لدور الطبيب

[Chunk 3]
الأشخاص: اندر، جون ديماغيو، شا كامبل، و دالي، ي لي، يت غيلمان
التواريخ: ابريل 2019، يونيو 2021
النص: . يتتبع المسلسل أيضا عبقرية تقنية وشريكتها التي تحاول كشف أسرار العالم « المخفية في الظل », بينما تعمل في مكان مليء بمغيري أشكال الزواحف والفطر النفسي . الإنتاج والإفراج . في أبريل 2019 , طلبت نتفليكس 20 حلقة من المسلسل . وصفت بأنها أول سلسلة رسوم متحركة للبالغين تم إنتاجها داخليا بواسطة نيتفليكس الرسوم المتحركة , تم الإعلان في يونيو 2021 أن الشخصيات العادية في المسلسل سيتم التعبير عنها من قبل أندرو دالي , بوبي لي , جون ديماغيو ، تيشا كامبل وبريت غيلمان",كم عدد حلقات المسلسل ؟,17 حلقة,338 حلقة.,0.4,0.93,0.23
"[Chunk 1]
النص: . ووضح المقال أن بعض الأمراض المزمنة يمكن الوقاية منها من خلال « تدبير عوامل الخطر المشتركة ، وخاصة تعاطي التبغ والنظام الغذائي غير الصحي والخمول البدني .. وتعتمد هذه التدخلات على عوامل رئيسية ؛ منها التحديد الدقيق للمرضى المعرضين لخطورة عالية ، وتقديم التدخلات المنهجية لهؤلاء المرضى والرعاية الذاتية والالتزام على المدى الطويل ». واقترحت الورقة استخدام تكنولوجيا المعلومات لتوفير نهج أكثر تركيزا على المريض يربط البيانات من الفحص الأولي وصولا إلى التدخلات الطبية وإعادة التأهيل

[Chunk 2]
النص: العوامل التنبئية الاجتماعية للاكتئاب هي مجموعة الجوانب في بيئة الفرد الاجتماعية ذات الصلة بتطوير الفرد لاضطراب الاكتئاب الشديد . تشمل عوامل الخطر هذه أحداث الحياة الاجتماعية السلبية ، والنزاعات ومستويات الدعم الاجتماعي المنخفضة ، إذ لوحظ وجود ارتباط بين كل من هذه العوامل واحتمالية معاناة الفرد من الاضطراب الاكتئابي ، أو مدة هذا الاكتئاب أو شدة أعراضه . أحداث الحياة الاجتماعية السلبية

[Chunk 3]
النص: . يرتبط تسوس الأسنان أيضا بالفقر وضعف تنظيف الفم وتراجع اللثة مما يؤدي إلى تعرض جذور الأسنان . عوامل الخطر . تشمل عوامل الخطر الحالات التي تؤدي إلى انخفاض إفراز اللعاب مثل : داء السكري ومتلازمة سجوجرن وبعض الأدوية . الأدوية التي تقلل من إنتاج اللعاب تشمل مضادات الهيستامين ومضادات الاكتئاب . الوقاية من تسوس الأسنان .",ما هي عوامل الخطر التي تجعل الأشخاص ؟,"تطور أعراض السكتة النزفية يستغرق أياما وأسابيع . يحدث الاحتشاء غالبا في الشرايين ، وتكون منطقة المهطل ، التي تشير إلى النخاع الشوكي الصدري هنا ، معرضة بشدة للأحداث الإقفارية",التبغ والنظام الغذائي غير الصحي والخمول البدني.,0.7,0.93,0.67
"[Chunk 1]
الأماكن: اراخن، السهل الغانغي، جبال الهيمالايا الغربية، خليج البنغال، شبه القارة الهندية، شمال الهند، غلاديش، نهر الغانغ
النص: الغانج ( بالهندية : ، وتنطق "" غانغا "" ، بالبنغالية :، وتنطق "" غونغا "" ، بالإنجليزية : The Ganges ) هو أحد أكبر أنهار شبه القارة الهندية . يجري باتجاه الشرق مخترقا السهل الغانغي في شمال الهند وينتهي في بنغلاديش . يبلغ طوله 2510 كيلومترا ( 1560 ميلا ) وينبع من جبال الهيمالايا الغربية في ولاية أوتاراخند الهندية وينتهي بدلتا مليئة بالغابات قرب مصبه في خليج البنغال . تبلغ مساحة حوض النهر حوالي 907.000 كم . وينظر الهندوس إلى نهر الغانغ باعتباره نهرا مقدسا ويعبدون إلها يمثله هو الإله غانغا

[Chunk 2]
المنظمات: الهند
الأماكن: اسيا، الهند، باتا، جبال الهملايا، خليج البنغال، شد اباد، نهر الغانغ، والله اباد، ول هاردوار
النص: . وقد تمتع نهر الغانغ بأهمية تاريخية مرجعها وقوع العديد من عواصم الهند الإقليمية أو الإمبراطورية على ضفافه ( مثل باتاليبوترا وقنوج وكاره والله أباد ومرشد أباد وكلكتا ). ويبلغ متوسط عمق النهر 52 قدما ( 16 مترا ) وأقصى عمق له 100 قدم ( 30 مترا ). وقد أعلنت الهند نهر الغانغ نهرها القومي . من حيث الطول هو الخامس عشر في آسيا وال 39 في العالم . ينبع من جبال الهملايا ومصبه الأخير في خليج البنغال . وينحدر من الهملايا إلى ريشكش ثم إلى سهول هاردوار - التي يقدسها الهندوس

[Chunk 3]
الأماكن: الهند، ر اناسي، والله اباد
النص: . ومنذ زمن لا تعيه الذاكرة يعتبر الهندوس الغانج النهر الأكثر قداسه . وأهميته الدينية أكبر من أهمية أي نهر آخر في العالم . وتوجد على ضفافه أماكن كثيره يحج إليها الهندوس , من أهمها هاردوار والله آباد وفار اناسي . ويعتبر الغانج مقدسا لسببين ، الأول اسطوري والثاني الخواص الطبيعية لمياهه . ويمكن حفظ مياهه لفترة طويله . وهي لا تفسد لوجود معادن معينه فيها . وتقول إحدى الاساطير أن الغانج يجري في الجنة وقد نقل إلى الأرض بمجاريث لتطهير رماد ( 60 ) ألف عام من بناء الملك ساجار , ومنذ ذلك الوقت بدأ الناس في عبادته",من أين ينبع نهر الغانج ؟,من جبال الهيمالايا الغربية في ولاية أوتاراخند الهندية وينتهي بدلتا مليئة بالغابات,ينبع نهر الغانج من جبال الهيمالايا الغربية في ولاية أوتاراخند الهندية.,0.91,0.93,0.93
"[Chunk 1]
النص: . المعلومات والخدمات الاستشارية للأعضاء : تشمل القضايا النموذجية الضرائب وقانون العمل والتدريب المهني والتشريعات الخاصة بالصناعة والإعلان على مستوى الصناعة وأبحاث السوق . المفاوضة الجماعية مع النقابات . تدخل الجمعيات التجارية في مفاوضات مع نقاباتها القطاعية على مستوى الدولة . يتم تنظيم الترويج الاقتصادي والتنمية بالإضافة إلى التدريب والاستشارات بشكل أساسي من قبل قسم متخصص في كل منطقة ( WIFI , Wirtschaftsfoerderungsinstitut ). دعم الأعمال

[Chunk 2]
النص: . يوفر القانون العام ( Wirtschaftskammergesetz ) أساسا قانونيا للغرف الاقتصادية الفيدرالية النمساوية , ويوفر الإطار القانوني لجميع الغرف وتعاونها وعضويتها الإلزامية وقواعد تحديد رسوم العضوية . على الرغم من أن الغرف الاقتصادية الفيدرالية منشأة بموجب القانون العام , إلا أنها مدفوعة بالأعمال التجارية حصريا . يقوم رواد الأعمال كل 5 سنوات بانتخاب ضباط وممثلين للجمعيات التجارية والغرفة ( يبلغ عددهم الإجمالي أكثر من 10 , 000 ضابط ) من رتبهم الخاصة

[Chunk 3]
المنظمات: er osterreich، الغرفة الاقتصادية الفيدرالية النمساوية
النص: تعمل الغرفة الاقتصادية الفيدرالية النمساوية ( بالألمانية : "" Wirtschaftskammer Österreich "" أو WKO ) كمنظمة أم فيدرالية لغرف الولايات التسعة و 110 اتحادات تجارية للصناعات المختلفة داخل نظام الاقتصاد النمساوي . تمتلك معظم الغرف والجمعيات الحكومية مكاتب محلية لتقديم الخدمات على مقربة من الأعضاء . العضوية الإجبارية بموجب القانون الفيدرالي النمساوي تتم تلقائيا مع الحصول على ترخيص تشغيل الشركة , وبالتالي تشمل جميع الشركات النمساوية العاملة . تشمل العضوية الناتجة عن 517",ما هو الدور الذي تلعبه الغرف الاقتصادية الفيدرالية في مفاوضات العمل مع النقابات ؟,تدخل الجمعيات التجارية في مفاوضات مع نقاباتها القطاعية على مستوى الدولة .,"تتضمن الغرف الاقتصادية الفيدرالية النمساوية (WKO) المفاوضات الجماعية مع النقابات على مستوى الدولة، كما هو مذكور في Chunk 1.",0.91,0.91,0.93
"[Chunk 1]
المنظمات: الجيش الاسراييلي، منظمة الصحة العالمية
الأماكن: فلسطين، قطاع غزة
التواريخ: 18 يناير 2009، 2008، 2009، 27 ديسمبر 2008
النص: ضحايا حرب غزة ( 2008 -2009 ) هم مجمل الضحايا الدين قتلوا أثناء العملية العسكرية التي شنها الجيش الإسرائيلي على قطاع غزة في فلسطين بما يعرف بالحرب على غزة . تقديرات المنظمات غير الحكومية لحقوق الإنسان والمقاتلين المشاركين للقتلى في الحرب على غزة من يوم 27 ديسمبر 2008 إلى 18 يناير 2009 : خسائر أخرى . أفادت منظمة الصحة العالمية عن مقتل 16 عاملا في مجال الصحة وإصابة 22 من العاملين الصحيين خلال الهجوم

[Chunk 2]
المنظمات: اسراييل، حماس
التواريخ: 18 يناير، 2008، 2009، 27 ديسمبر 2008
النص: هناك العديد من الآثار الإنسانية والطبية والاقتصادية والصناعية لحرب غزة 2008 -2009 التي بدأت بالغارات الجوية الإسرائيلية في 27 ديسمبر 2008 وانتهت في 18 يناير بوقف إطلاق النار الذي نفذته إسرائيل من جانب واحد ، وفي وقت لاحق في نفس اليوم . من قبل حماس والفصائل الفلسطينية الأخرى . جاء وقف إطلاق النار بعد 22 يوما من القصف البري والبحري والجوي الذي خلف أكثر من 1300 شهيد فلسطيني وأكثر من 5000 جريح ، ومقتل 13 إسرائيليا

[Chunk 3]
المنظمات: اسراييل، حركة حماس، حركة فتح
التواريخ: ابريل 2009، يناير 2009
النص: . وقالت المنظمة أن حركة حماس تقوم بقتل خصومها السياسيين من الفلسطينيين الذين تشك في أنهم يتعاونون مع أعضاء في حركة فتح أو تشك في تعاونهم مع إسرائيل . حيث ذكرت أن 32 شخصا قتلوا منذ الهجوم العسكري الإسرائيلي على غزة في يناير 2009 وحتى أبريل 2009. كما تعرض 49 شخصا لإصابات تسببت في إعاقات لهم ، وذلك إثر تعرضهم لإطلاق النار على سيقانهم ، كما تعرض 73 آخرين لكسر عظام أرجلهم وأذرعهم . كما ذكرت أن 18 شخصا تعرضوا للإعدام دون محاكمة تذكر وذلك خلال فترة الحرب الإسرائيلية على غزة . رد على الاتهامات",كم عدد الإسرائيليين الذين قتلوا خلال حرب غزة 2008 -2009 ؟,13 إسرائيليا,13 إسرائيليا.,0.91,0.93,0.93
"[Chunk 1]
النص: في نظرية الأعداد ، يتحدث عن أعداد أولية في متتالية حسابية حينما تكون ثلاث حدود متتابعة على الأقل من متتالية حسابية أولية . على سبيل المثال ، الأعداد 3 ، 7 ، 11 تمثل ثلاث حدود متتابعة من المتتالية الحسابية formula_1 حيث formula_2..

[Chunk 2]
الأشخاص: هان بيتر غوستاف لوجون دركليه
المنظمات: الرياضيات البحتة والتطبيقية
التواريخ: عام 1862
النص: في الرياضيات ، اختبار ديريكليه ، هو اختبار يستعمل من أجل معرفة هل متسلسلة ما تتقارب أو تتباعد . يسمى هذا الاختبار هكذا نسبة إلى عالم الرياضيات الألماني يوهان بيتر غوستاف لوجون دركليه . نشر بعد وفاته في عام 1862 في مجلة الرياضيات البحتة والتطبيقية . النص . ينص الاختبار على أنه إذا كانت formula_1 متتالية من الأعداد الحقيقية وformula_2 متتالية من الأعداد العقدية تحققن حيث "" M "" ثابتة ما , فإن المتسلسة formula_6 تتقارب .

[Chunk 3]
النص: . بواسطة حاسوب السبع بتات الكمية هذا أمكن الاستفادة من ميزة الحوسبة الكمية الفريدة - ألا وهي قابلية التراكب - لقياس الأعداد الأولية المكونة للرقم 15 ألا وهي 3 و 5. ولكن تحليل الأعداد الكبيرة إلى عواملها الأولية يتطلب حاسوبا ذو عدد أكبر من البتات الكمية ، ويبقى هذا تحديا لبناء حاسوب كمي حقيقى كبير .",ما هو مثال على متتالية حسابية تحتوي على أعداد أولية ؟,"الأعداد 3 ، 7 ، 11 تمثل ثلاث حدود متتابعة من المتتالية الحسابية formula_1 حيث formula_2..","الأعداد 3، 7، 11.",0.92,0.92,0.92
"[Chunk 1]
الأشخاص: بير - اولا ليونغ
الأماكن: السويد
التواريخ: 7 نوفمبر 1967
النص: بير - أولا ليونغ هو لاعب كرة قدم ومدرب كرة قدم سويدي في مركز الدفاع ، ولد في 7 نوفمبر 1967 في السويد . لعب مع نادي هلسينغبورغ .

[Chunk 2]
الأشخاص: ت ليونغ
المنظمات: دي براغي، دي فاسالوندس، ك سولنا، منتخب السويد، ومنت
الأماكن: السويد
التواريخ: 8 مايو 1958
النص: برنت ليونغ هو لاعب كرة قدم سويدي في مركز حراسة المرمى ، ولد في 8 مايو 1958 في في السويد . شارك مع منتخب السويد تحت 21 سنة لكرة القدم ومنتخب السويد لكرة القدم . أما مع النوادي ، فقد لعب مع أيك سولنا ونادي براغي ونادي فاسالوندس .

[Chunk 3]
الأشخاص: بير - ايجل فلو
المنظمات: خب النرويج، دال لكرة القدم، ومنت
الأماكن: النرويج
التواريخ: 18 يناير 1989
النص: بير - إيجل فلو هو لاعب كرة قدم نرويجي في مركز الدفاع ، ولد في 18 يناير 1989 في في النرويج . شارك مع ومنتخب النرويج تحت 16 سنة لكرة القدم ومنتخب النرويج تحت 17 سنة لكرة القدم ومنتخب النرويج تحت 18 سنة لكرة القدم ومنتخب النرويج تحت 19 سنة لكرة القدم ومنتخب النرويج تحت 21 سنة لكرة القدم ومنتخب النرويج لكرة القدم . أما مع النوادي ، فقد لعب مع نادي سوغندال لكرة القدم ونادي مولده .",ما هو النادي الذي لعب معه بير - أولا ليونغ ؟,نادي هلسينغبورغ .,نادي هلسينغبورغ.,0.91,0.91,0.91
"[Chunk 1]
الأشخاص: جوزيف ستالين
الأماكن: استونيا، روسيا
التواريخ: 194، 1989، عام 1934، عام 1989
النص: .3 ٪ ( 16346 ) في عام 1934. بين عامي 1945 و 1989 ، انخفضت حصة الإستونيين العرقية في السكان المقيمين داخل حدود محددة في الوقت الراهن من إستونيا إلى 61 ٪ ، لا سيما بسبب البرنامج السوفيتي لتشجيع الهجرة الجماعية للعمال في المدن الصناعية من روسيا ، وأوكرانيا ، وبيلاروس ، وكذلك من هجرة الحرب والترحيل الجماعي جوزيف ستالين والإعدام . بحلول عام 1989 ، تشكل الأقليات أكثر من ثلث السكان ، حيث بلغ عدد غير الاستونيين قد ارتفع بمقدار خمسة أضعاف تقريبا . المجتمع

[Chunk 2]
الأماكن: استونيا، لاتفيا
التواريخ: عام 1881، عام 1934، مارس 2008
النص: . اعتبارا من مارس 2008 ، وهناك ما مجموعه 227 بلدية في إستونيا ، 33 منهم من المناطق الحضرية والريفية 193. التركيبة السكانية . قبل الحرب العالمية الثانية ، الاستونيين عرقية تشكل 88 ٪ من السكان ، مع الأقليات القومية التي تشكل 12 ٪ المتبقية . وأكبر الأقليات في عام 1934 وكان الروس والألمان والسويديين ، لاتفيا ، اليهود والبولنديين والفنلنديين والمجريين . وكان نصيب الألمان البلطيق انخفضت من 5.3 ٪ (~ 46700 ) في عام 1881 إلى 1.3 ٪ ( 16346 ) في عام 1934

[Chunk 3]
الأماكن: استونيا
التواريخ: 2 يوليو 2010، عام 1992
النص: .7 ٪ ) الروسية ، و 3 ٪ يتحدثون لغات أخرى . واعتبارا من 2 يوليو 2010 ، 84.1 ٪ من سكان إستونيا هم من مواطني إستونيا ، 8.6 ٪ هم من مواطني البلدان الأخرى و 7.3 ٪ من « المواطنين الذين يحملون الجنسية غير محددة ». ومنذ عام 1992 قد اكتسبت ما يقرب من 140 , 000 شخص على الجنسية الإستونية عن طريق التجنس . التوزيع العرقي في إستونيا متجانسة جدا ، حيث في معظم المقاطعات أكثر من 90 ٪ من السكان هم من الإستونيين العرقية . هناك اختلاف أكبر في المدن الكبيرة مثل مدينة تالين ، إستونيا ، حيث تمثل 60 ٪ من عدد السكان",ما سبب تخفيض حصة الإستونيين العرقية ؟,"بسبب البرنامج السوفيتي لتشجيع الهجرة الجماعية للعمال في المدن الصناعية من روسيا ، وأوكرانيا ، وبيلاروس ، وكذلك من هجرة الحرب والترحيل الجماعي جوزيف ستالين والإعدام","للتخفيض في حصة الإستونيين العرقية، كان السبب الرئيسي البرنامج السوفيتي لتشجيع الهجرة الجماعية للعمال من روسيا وأوكرانيا وبيلاروس إلى المدن الصناعية داخل حدود إستونيا، بالإضافة إلى هجرة الحرب والترحيل الجماعي جوزيف ستالين والإعدام.",0.91,0.91,0.91
"[Chunk 1]
الأشخاص: كاري، ن بوميرانتز تاندي
المنظمات: المجلس الاستشاري للامن الداخلي الامريكي، لادارة مكافحة المخدرات
التواريخ: 2003، 2007، يونيو 2016
النص: كارين بوميرانتز تاندي محامية أمريكية ومسؤولة إنفاذ القانون عملت كمديرة لإدارة مكافحة المخدرات في الفترة من 2003 إلى 2007. كانت أول امرأة ترأس إدارة مكافحة المخدرات . تشغل حاليا منصب نائب رئيس المجلس الاستشاري للأمن الداخلي الأمريكي منذ يونيو 2016.

[Chunk 2]
الأشخاص: ابو عمر، اثار الحكيم، اشرف طلبة، انتصار، ايوب عمران بحر، جميلة عزيز، راشد، سامي العدل، سلمى ماجد المصري، عابد عثمان محمد علي، عماد المويد عبده الوزير، فايق عزب، محمد توفيق، مصطفى مصطفى الشامي، منصور العيسوي، ياسمين، يري نعيم عيسى
المنظمات: مكتب مكافحة المخدرات
النص: . آثار الحكيم : في دور الفنانة سلمى ماجد المصري : في دور العقيد منصور العيسوي سامي العدل : في دور عماد المؤيد عبده الوزير : في دور الرائد راشد ( مكتب مكافحة المخدرات ) إنتصار : في دور ياسمينا ( الراقصة ) فايق عزب : في دور الريس عابد عثمان محمد علي : في دور العميد رئيس مكتب مكافحة المخدرات جميلة عزيز : في دور ناهد ( زوجة الرائد راشد ) أشرف طلبة : في دور الرائد مصطفى مصطفى الشامي : في دور الدكتور درديري نعيم عيسى : في دور أبو عمر ( تاجر المخدرات ) محمد توفيق : في دور أيوب عمران بحر : في دور بواب العمارة عبد

[Chunk 3]
الأشخاص: ابراهيم عبد الرازق، احمد خميس، احمد راتب، احمد لطفي، اف رشاد، امال رمزي، ت بيه، حمدي يوسف، سعيدة جلال، سلمى حسين فهمي، علوي، مختار، مشيرة، نبيل الدسوقي، نعيم عيسى، نور الشريف، وحيد سيف، ي عبد الرحمن، ير رمزي
المنظمات: جمعية الصدقة والاحسان، شرطة مكافحة المخدرات، مباحث المخدرات
النص: . نور الشريف : في دور رشدي عبد الرحمن سهير رمزي : في دور سلمى حسين فهمي : في دور أحمد لطفي ( ضابط شرطة مكافحة المخدرات ) إبراهيم عبد الرازق : في دور مختار ( صديق رشدي ) آمال رمزي : في دور علوية ( زوجة أحمد لطفي ) أحمد خميس : رئيس مباحث المخدرات أحمد راتب : في دور الدكش ( تاجر المخدرات ) عفاف رشاد : في دور روزيتا ( مساعدة رشدي ) وحيد سيف : في دور فاعل خير سعيدة جلال : في دور مشيرة ( مساعدة رشدي ) نعيم عيسى : في دور مشتري المخدرات حمدي يوسف : في دور مدحت بيه ( رئيس جمعية الصدقة والإحسان ) نبيل الدسوقي : في",ما هو دورها في إدارة مكافحة المخدرات ؟,عملت كمديرة لإدارة مكافحة المخدرات,كانت كارين بوميرانتز تاندي مديرة لإدارة مكافحة المخدرات من 2003 إلى 2007.,0.9,0.93,0.91
"[Chunk 1]
التواريخ: 16 ابريل 1512، 20 نوفمبر 1854، 21 يوليو 1656، 23 ديسمبر 1908، 3 يناير 1927، 7 ديسمبر 2485، 9 نوفمبر 1836
النص: . هذا الكسوف هو جزء من سلسلة فصل دراسي . يتكرر الكسوف في سلسلة فصل دراسي من الكسوف الشمسي كل 177 يوما تقريبا و 4 ساعات ( فصل دراسي ) في العقد المتناوبة من مدار القمر . ساروس 140. وهو جزء من دورة ساروس 140 يتكرر كل 18 سنة و 11 يوما ويحتوي على 71 حدثا . بدأت السلسلة بكسوف جزئي للشمس في 16 أبريل 1512. تحتوي على الكسوف الكلي من 21 يوليو 1656 حتى 9 نوفمبر 1836 ، والكسوف الهجين من 20 نوفمبر 1854 حتى 23 ديسمبر 1908 ، والكسوف الحلقي من 3 يناير 1927 حتى 7 ديسمبر 2485

[Chunk 2]
التواريخ: 16 ابريل 1512، 20 نوفمبر 1854، 21 يوليو 1656، 23 ديسمبر 1908، 3 يناير 1927، 7 ديسمبر 2485، 9 نوفمبر 1836
النص: . هذا الكسوف هو جزء من سلسلة فصل دراسي . يتكرر الكسوف في سلسلة فصل دراسي من الكسوف الشمسي كل 177 يوما تقريبا و 4 ساعات ( فصل دراسي ) في العقد المتناوبة من مدار القمر . ساروس 140. وهي جزء من دورة ساروس 140 تتكرر كل 18 سنة و 11 يوما وتحتوي على 71 حدثا . بدأت السلسلة بكسوف جزئي للشمس في 16 أبريل 1512. يحتوي على الكسوف الكلي من 21 يوليو 1656 حتى 9 نوفمبر 1836 ، والكسوف الهجين من 20 نوفمبر 1854 حتى 23 ديسمبر 1908 ، والكسوف الحلقي من 3 يناير 1927 حتى 7 ديسمبر 2485

[Chunk 3]
التواريخ: 9 اكتوبر 1428
النص: . هذا الكسوف هو جزء من سلسلة كسوف الشمس 2040 -2043. يتكرر الكسوف في كل 177 يوما تقريبا و 4 ساعات في العقد المتناوبة من مدار القمر . ساروس 134. وهي جزء من دورة ساروس 134 وتتكرر كل 18 سنة و 11 يوما وتحتوي على 71 حدثا . كانت أطول مدة الكلية هي دقيقة واحدة و 30 ثانية في 9 أكتوبر 1428. تحدث جميع الكسوفات في هذه السلسلة عند العقدة الهابطة للقمر . سلسلة اينكس . هذا الكسوف هو جزء من دورة اينكس طويلة الأمد ، يتكرر عند العقد المتناوبة ، كل 358 شهرا سينوديا ( 10571.95 يوما ، أو 29 عاما ناقص 20 يوما )",ما هي السلسة التي يعتبر هذا الكسوف جزء منها ؟,2044 -2047,ساروس 140.,0.4,0.93,0.3
"[Chunk 1]
الأشخاص: اس روزفلت، جيمس روزفلت، فران، نيكول، ين ديلانو روزفلت
المنظمات: rd university، بجامعة كولومبيا، بجامعة هارفارد، بكلية الحقوق
الأماكن: نيويورك
التواريخ: 190، 1900، 1907، 28 -، 4 -، 98 - 170، عام 1904
النص: . وتلقى أول دروسه على يد مدرسين خصوصيين ، ثم التحق بجامعة هارفارد ( Harvard University ) ، وتخرج فيها عام 1904. وعقب تخرجه التحق بكلية الحقوق بجامعة كولومبيا ( 1904 -1907 ) ، ولكنه لم يتخرج فيها ، إذ فشل في اجتياز الامتحان . ينحدر فرانكلين ديلانو روزفلت من أصل هولندي فرنسي . انتخب جده الأكبر ، نيكولاس روزفلت ، عمدة لمدينة نيويورك ( 1698 -1701 ). أما والده ، جيمس روزفلت ( 1828 -1900 ) ، فكان يعمل محاميا وخبيرا ماليا ، ومات إثر إصابته بمرض قلبي ، عندما كان فرانكلين في أولى سنوات دراسته بجامعة هارفارد

[Chunk 2]
الأشخاص: a eleanor roosevelt، اليا، جيمس روزفلت، ر روزفلت، لين د.، والي، وت روزفلت
المنظمات: الكونغرس، بالك، مجلس النواب
التواريخ: 190، 1975، 1988، 1990، 1991، السابع من نوفمبر، عام 1962
النص: . إلى أن ماتت في السابع من نوفمبر عام 1962. ورزق روزفلت ابنة واحدة ، هي آنا اليانور روزفلت ( 1906 -1975 ) ( Anna Eleanor Roosevelt ) ، وكانت تعمل صحفية وموظفة علاقات عامة . وله أربعة أبناء هم : جيمس روزفلت ( 1907 -1991 ) ، الذي كان رجل أعمال ، ثم انتخب عضوا في مجلس النواب بالكونغرس ، إلى جانب عمله كاتبا . واليوت روزفلت ( 1910 -1990 ) ، وكان رجل أعمال كذلك ، ثم انتخب عمدة ، وكان أيضا يعمل بالكتابة والتأليف . وفرانكلين د . روزفلت « الصغير » ( 1914 -1988 ) ، وكان رجل أعمال ومزارع ، ثم انتخب عضوا في الكونغرس

[Chunk 3]
الأشخاص: فران، ين ديلانو روزفلت
المنظمات: حكومة الولايات المتحدة، للولايات المتحدة
التواريخ: 12 ابريل 1945، 30 يناير 1882، عام 1933، عام 1945، منتصف القرن العشرين
النص: فرانكلين ديلانو روزفلت ( أو روزافالت حسب نطقه الخاص ) ، ( 30 يناير 1882 - 12 أبريل 1945 ) ، المعروف أيضا باختصار « إف دي آر » ، هو رجل دولة وزعيم سياسي أمريكي شغل منصب الرئيس الثاني والثلاثين للولايات المتحدة من عام 1933 حتى وفاته في عام 1945. روزفلت هو سياسي ديمقراطي ، وفاز في أربعة انتخابات رئاسية متتالية وبرز كشخصية مركزية في الأحداث العالمية خلال منتصف القرن العشرين . قاد حكومة الولايات المتحدة خلال الكساد الكبير والحرب العالمية الثانية",ما هو سبب وفاة والد روزفلت ؟,"مات إثر إصابته بمرض قلبي ، عندما كان فرانكلين في أولى سنوات دراسته بجامعة هارفارد","مات والده، جيمس روزفلت، إثر إصابته بمرض قلبي، عندما كان فرانكلين في أولى سنوات دراسته بجامعة هارفارد.",0.92,0.91,0.93
