retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
حارب عمر المختار الإيطاليين منذ كان عمره 53 عاما لأكثر من عشرين عاما في عدد كبير من المعارك ، إلى أن قبض عليه من قبل الجنود الطليان ، وأجريت له محاكمة صورية انتهت بإصدار حكم بإعدامه شنقا ، فنفذت فيه العقوبة على الرغم من أنه كان كبير السن ومريضا ، فقد بلغ في حينها 73 عاما وعانى من الحمى . وكان الهدف من إعدام عمر المختار إضعاف الروح المعنوية للمقاومين الليبيين والقضاء على الحركات المناهضة للحكم الإيطالي ، لكن النتيجة جاءت عكسية ، فقد ارتفعت حدة الثورات ، وانتهى الأمر بأن طردت القوات الإيطالية من البلاد .

[Chunk 2]
السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين .

[Chunk 3]
السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين . ينتمي إلى بيت فرحات من قبيلة منفة الهلالية التي تنتقل في بادية برقة .",كم كان عمر عمر المختار عندما حارب الايطاليين لأول مرة ؟,53 عاما,53 عاماً,0.91,0.9,0.92
"[Chunk 1]
لبنان أو ( رسميا : الجمهورية اللبنانية ) ، هي دولة عربية واقعة في الشرق الأوسط في غرب القارة الآسيوية . تحدها سوريا من الشمال والشرق ، وفلسطين المحتلة - إسرائيل من الجنوب ، وتطل من جهة الغرب على البحر الأبيض المتوسط .

[Chunk 2]
واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي ، ويعد هذا الموقع المتوسط من أبرز الأسباب لتنوع الثقافات في لبنان ، وفي الوقت ذاته من الأسباب المؤدية للحروب والنزاعات على مر العصور تجلت بحروب أهلية ونزاع مصيري مع إسرائيل . ويعود أقدم دليل على استيطان الإنسان في لبنان ونشوء حضارة على أرضه إلى أكثر من 7000 سنة .

[Chunk 3]
فلسطين ( بالعبرية : أو حسب السياق ، باليونانية : ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام .",أين تقع لبنان ؟,في الشرق الأوسط في غرب القارة الآسيوية .,في الشرق الأوسط في غرب القارة الآسيوية.,0.62,0.91,0.9
"[Chunk 1]
كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة . يلعب كرة القدم 250 مليون لاعب في أكثر من مائتي دولة حول العالم ، فلذلك تكون الرياضة الأكثر شعبية وانتشارا في العالم . تلعب كرة القدم في ملعب مستطيل الشكل مع مرميين في جانبيه . الهدف من اللعبة هو إحراز الأهداف بركل الكرة داخل المرمى .

[Chunk 2]
كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة . يلعب كرة القدم 250 مليون لاعب في أكثر من مائتي دولة حول العالم ، فلذلك تكون الرياضة الأكثر شعبية وانتشارا في العالم .

[Chunk 3]
كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة . يلعب كرة القدم 250 مليون لاعب في أكثر من مائتي دولة حول العالم ، فلذلك تكون الرياضة الأكثر شعبية وانتشارا في العالم . حارس المرمى هو اللاعب الوحيد الذي يسمح له أن يلمس الكرة بيديه أو ذراعيه ، بشرط أن يكون داخل منطقة الجزاء . يستخدم اللاعبون غير الحارس أرجلهم غالبا في الهجوم أو تمرير الكرة ويمكنهم أيضا استخدام رأسهم لضرب الكرة . الفريق الذي يحرز أهدافا أكثر يكون هو الفائز . إذا أحرز الفريقان أهدافا متعادلة في نهاية المباراة ، فتكون نتيجة المباراة إما التعادل أو تدخل المباراة في نظام الوقت الإضافي و / أو الضربات الترجيحية ويعتمد ذلك على نظام البطولة . وضعت قوانين لعبة كرة القدم في إنجلترا بواسطة الاتحاد الإنجليزي لكرة القدم سنة 1863. يترأس لعبة كرة القدم دوليا الاتحاد الدولي لكرة القدم ( الفيفا ). تنظم بطولة كأس العالم لهذه الرياضة مرة كل أربع سنوات وهي البطولة الأهم دوليا .",مادا واجه لبنان في القدم ؟,تعدد الحضارات,لا أعرف,0.1,0.2,0.1
"[Chunk 1]
في القدم ، سكن الفينيقيون أرض لبنان الحالية مع جزء من أرض سوريا وفلسطين ، وهؤلاء قوم ساميون اتخذوا من الملاحة والتجارة مهنة لهم ، وازدهرت حضارتهم طيلة 2500 سنة تقريبا ( من حوالي سنة 3000 حتى سنة 539 ق . م ). وقد مرت على لبنان عدة حضارات وشعوب استقرت فيه منذ عهد الفينيقين ، مثل المصريين القدماء ، الآشوريين ، الفرس ، الإغريق ، الرومان ، الروم البيزنطيين ، العرب ، الصليبيين ، الأتراك العثمانيين ، فالفرنسيين .

[Chunk 2]
واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي ، ويعد هذا الموقع المتوسط من أبرز الأسباب لتنوع الثقافات في لبنان ، وفي الوقت ذاته من الأسباب المؤدية للحروب والنزاعات على مر العصور تجلت بحروب أهلية ونزاع مصيري مع إسرائيل . ويعود أقدم دليل على استيطان الإنسان في لبنان ونشوء حضارة على أرضه إلى أكثر من 7000 سنة .

[Chunk 3]
لبنان أو ( رسميا : الجمهورية اللبنانية ) ، هي دولة عربية واقعة في الشرق الأوسط في غرب القارة الآسيوية . تحدها سوريا من الشمال والشرق ، وفلسطين المحتلة - إسرائيل من الجنوب ، وتطل من جهة الغرب على البحر الأبيض المتوسط .",من كان يسكن لبنان في القدم ؟,الفينيقيون,الفينيقيون وأتباعهم.,0.91,0.91,0.92
"[Chunk 1]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي . تأسست الدولة على يد سلالة السلاجقة ، وهي سلالة تركية تنحدر من قبيلة قنق التي تنتمي بدورها إلى مجموعة أتراك الأوغوز . حكمت الدولة السلجوقية في أوج ازدهارها كافة إيران وأفغانستان ووسط آسيا وصولا إلى كاشغر في الشرق ، فضلا عن العراق والشام والأناضول غربا وصولا إلى مشارف القسطنطينية . قامت الدولة منذ عام 1037 م ( 429 ه ) عندما دخل مؤسسها طغرل بك مدينة مرو في وسط آسيا ، وحتى عام 1157 م ( 552 ه ) عند مقتل السلطان أحمد سنجر ، الذي تفككت الدولة بعده إلى ولايات منفصلة حكمت أجزاء مختلفة من وسط وغربي آسيا .

[Chunk 2]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .

[Chunk 3]
ينتمي السلاجقة إلى قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية . دخلت هذه العشيرة في الإسلام أثناء عهد زعيمها ومؤسس السلالة سلجوق بن دقاق سنة 960 م . دخلوا بعدها في خدمة القراخانات حكام بلاد ماوراء النهر ، وحازوا نفوذا عاليا في دولتهم . ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى ، تمكن على إثرها من انتزاع مدينتي مرو ونيسابور في عام 1037 م ( 429 ه ). انتصر طغرل في العام ذاته بمعركته الكبرى مع الغزنويين ، وهي معركة داندقان ، التي كسرت شوكة دولة الغزنويين وأدت إلى الظهور الحقيقي للدولة السلجوقية .",ماالاسم الدي يطلق على الدولة السلجوقية ؟,الاسم الأخير,الدولة السلجوقية أو بني سلجوق أو السلاجقة العظام.,0.91,0.9,0.65
"[Chunk 1]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي . تأسست الدولة على يد سلالة السلاجقة ، وهي سلالة تركية تنحدر من قبيلة قنق التي تنتمي بدورها إلى مجموعة أتراك الأوغوز . حكمت الدولة السلجوقية في أوج ازدهارها كافة إيران وأفغانستان ووسط آسيا وصولا إلى كاشغر في الشرق ، فضلا عن العراق والشام والأناضول غربا وصولا إلى مشارف القسطنطينية . قامت الدولة منذ عام 1037 م ( 429 ه ) عندما دخل مؤسسها طغرل بك مدينة مرو في وسط آسيا ، وحتى عام 1157 م ( 552 ه ) عند مقتل السلطان أحمد سنجر ، الذي تفككت الدولة بعده إلى ولايات منفصلة حكمت أجزاء مختلفة من وسط وغربي آسيا .

[Chunk 2]
ينتمي السلاجقة إلى قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية . دخلت هذه العشيرة في الإسلام أثناء عهد زعيمها ومؤسس السلالة سلجوق بن دقاق سنة 960 م . دخلوا بعدها في خدمة القراخانات حكام بلاد ماوراء النهر ، وحازوا نفوذا عاليا في دولتهم . ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى ، تمكن على إثرها من انتزاع مدينتي مرو ونيسابور في عام 1037 م ( 429 ه ). انتصر طغرل في العام ذاته بمعركته الكبرى مع الغزنويين ، وهي معركة داندقان ، التي كسرت شوكة دولة الغزنويين وأدت إلى الظهور الحقيقي للدولة السلجوقية .

[Chunk 3]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .",على يد من تأسست الدولة السلجوقية ؟,"على يد سلالة السلاجقة ،",طغرل بك,0.91,0.91,0.42
"[Chunk 1]
ينتمي السلاجقة إلى قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية . دخلت هذه العشيرة في الإسلام أثناء عهد زعيمها ومؤسس السلالة سلجوق بن دقاق سنة 960 م . دخلوا بعدها في خدمة القراخانات حكام بلاد ماوراء النهر ، وحازوا نفوذا عاليا في دولتهم . ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى ، تمكن على إثرها من انتزاع مدينتي مرو ونيسابور في عام 1037 م ( 429 ه ). انتصر طغرل في العام ذاته بمعركته الكبرى مع الغزنويين ، وهي معركة داندقان ، التي كسرت شوكة دولة الغزنويين وأدت إلى الظهور الحقيقي للدولة السلجوقية .

[Chunk 2]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي . تأسست الدولة على يد سلالة السلاجقة ، وهي سلالة تركية تنحدر من قبيلة قنق التي تنتمي بدورها إلى مجموعة أتراك الأوغوز . حكمت الدولة السلجوقية في أوج ازدهارها كافة إيران وأفغانستان ووسط آسيا وصولا إلى كاشغر في الشرق ، فضلا عن العراق والشام والأناضول غربا وصولا إلى مشارف القسطنطينية . قامت الدولة منذ عام 1037 م ( 429 ه ) عندما دخل مؤسسها طغرل بك مدينة مرو في وسط آسيا ، وحتى عام 1157 م ( 552 ه ) عند مقتل السلطان أحمد سنجر ، الذي تفككت الدولة بعده إلى ولايات منفصلة حكمت أجزاء مختلفة من وسط وغربي آسيا .

[Chunk 3]
الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .",الى أي قبيلة ينتمي السلاجقة ؟,"قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية .","ينتمي السلاجقة إلى قبيلة ""قنق"".",0.91,0.91,0.91
"[Chunk 1]
التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم . يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير .

[Chunk 2]
يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير . ويسمى بالتقويم الغريغوري نسبة إلى البابا غريغوريوس الثالث عشر بابا روما في القرن السادس عشر الذي قام بتعديل نظام الكبس في التقويم اليولياني ليصبح على النظام المتعارف عليه حاليا . السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365.2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا . كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365.25 يوما .

[Chunk 3]
التقويم الهجري القمري أو التقويم الإسلامي هو تقويم قمري يعتمد على دورة القمر لتحديد الأشهر ، ويستخدمه المسلمون خصوصا في تحديد المناسبات الدينية . أنشأه الخليفة عمر بن الخطاب وجعل هجرة رسول الله محمد بن عبد الله صلى الله عليه وسلم من مكة إلى المدينة في 12 ربىع الأول ( 24 سبتمبر عام 622 م ) مرجعا لأول سنة فيه ، وهذا هو سبب تسميته التقويم الهجري لكنه مركز أساسا على الميقات القمري الذي أمر الله في القرآن بإتباعه تبعا للأية 36 من سورة التوبة والأربعة الحرم هي أشهر قمرية وهي رجب وذو القعدة وذو الحجة ومحرم ، ولأن الله نعتها بالدين القيم فقد حرص أئمة المسلمين منذ بداية الأمة أن لا يعملوا إلا به ، رغم أن التقويم أنشئ في عهد المسلمين إلا أن أسماء الأشهر والتقويم القمري كان تستخدم منذ أيام الجاهلية . أول ىوم هذا التقوىم الجمعة 1 محرم 1 ه ( 16 يوليو عام 622 م ).",ما هو التقويم الميلادي ؟,التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم . يسمى,التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم.,0.91,0.92,0.91
"[Chunk 1]
التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم . يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير .

[Chunk 2]
يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير . ويسمى بالتقويم الغريغوري نسبة إلى البابا غريغوريوس الثالث عشر بابا روما في القرن السادس عشر الذي قام بتعديل نظام الكبس في التقويم اليولياني ليصبح على النظام المتعارف عليه حاليا . السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365.2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا . كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365.25 يوما .

[Chunk 3]
التقويم الهجري القمري أو التقويم الإسلامي هو تقويم قمري يعتمد على دورة القمر لتحديد الأشهر ، ويستخدمه المسلمون خصوصا في تحديد المناسبات الدينية . أنشأه الخليفة عمر بن الخطاب وجعل هجرة رسول الله محمد بن عبد الله صلى الله عليه وسلم من مكة إلى المدينة في 12 ربىع الأول ( 24 سبتمبر عام 622 م ) مرجعا لأول سنة فيه ، وهذا هو سبب تسميته التقويم الهجري لكنه مركز أساسا على الميقات القمري الذي أمر الله في القرآن بإتباعه تبعا للأية 36 من سورة التوبة والأربعة الحرم هي أشهر قمرية وهي رجب وذو القعدة وذو الحجة ومحرم ، ولأن الله نعتها بالدين القيم فقد حرص أئمة المسلمين منذ بداية الأمة أن لا يعملوا إلا به ، رغم أن التقويم أنشئ في عهد المسلمين إلا أن أسماء الأشهر والتقويم القمري كان تستخدم منذ أيام الجاهلية . أول ىوم هذا التقوىم الجمعة 1 محرم 1 ه ( 16 يوليو عام 622 م ).",ما هو الاسم التاني للتقويم الميلادي ؟,بالتقويم الغريغوري,التقويم الغريغوري.,0.91,0.91,0.91
"[Chunk 1]
كانت الدولة الرومانية تستخدم تقويما يتألف من عشرة أشهر ، ومنه جاءت تسمية أكثر الأشهر ، ثم استخدموا تقويما شمسي قمري حيث أن طول السنة فيه 354 يوما وعدد الأشهر 12 شهرا وعدد الأيام في الأشهر بين 29 و 30 ، وهذا يوافق السنة القمرية ، ثم في السنة التالية لها يضاف شهر طوله 22 أو 23 يوما على التعاقب فيكون طول السنة الكبيسة 376 أو 377 يوما !! وتكون متوسط حصيلة دورة أربع ( 354 +376+354 +377 ) تساوي 365.25 وهو ما يعادل طول السنة الشمسية ، ويعزى هذا التقويم للإمبراطور نوما الروماني ، ولكن هذا التقويم طاله التلاعب من قبل الكهنة والقياصرة ، فجعلوا بعض الشهور التي سميت على أسماء قياصرتهم 31 يوما على حساب الشهور الأخرى ، وكان عد السنين يبتدأ من سنة تأسيس مدينة روما عاصمة الإمبراطورية . وهي سنة 753 ق . م .

[Chunk 2]
يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير . ويسمى بالتقويم الغريغوري نسبة إلى البابا غريغوريوس الثالث عشر بابا روما في القرن السادس عشر الذي قام بتعديل نظام الكبس في التقويم اليولياني ليصبح على النظام المتعارف عليه حاليا . السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365.2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا . كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365.25 يوما .

[Chunk 3]
يتكون التقويم الهجري من 12 شهرا قمريا أي أن السنة الهجرية تساوي 354 يوما تقريبا ، بالتحديد 354.367056 يوما ، والشهر في التقويم الهجري إما أن يكون 29 أو 30 يوما ( لأن دورة القمر الظاهرية تساوي 29.530588 يوم ). وبما أن هناك فارق 11.2 يوم تقريبا بين التقويم الميلادي الشائع والتقويم الهجري فإن التقويمين لا يتزامنان مما يجعل التحويل بين التقويمين أكثر صعوبة .",كم عدد الأشهر في التقويم الدي كانت تستخدمه الدولة الرومانية ؟,"عشرة أشهر ،", عشرة أشهر,0.91,0.91,0.92
"[Chunk 1]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي . ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م . ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي .

[Chunk 2]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي .

[Chunk 3]
كان أردوغان لاعب كرة قدم شبه محترف بين عامي 1969 م - 1982 م وكان يلعب لصالح نادي قاسم باشا وذلك قبل أن يتم انتخابه عمدة لبلدية مدينة إسطنبول من قبل حزب الرفاه الإسلامي في عام 1994 م . وفي عام 1998 م اتهم أردوغان بالتحريض على الكراهية الدينية وتم ايقافه من منصبه وحكم عليه بالسجن لمدة 10 أشهر بسبب اقتباسه أبياتا من شعر تركي أثناء القائه خطابا في مدينة سعرد .",رجب طيب أردوغان هو الرئيس رقم كم لتركيا ؟,رئيس جمهورية تركيا الثاني عشر,الثاني عشر.,0.8,0.9,0.91
"[Chunk 1]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي . ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م . ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي .

[Chunk 2]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي .

[Chunk 3]
كان أردوغان لاعب كرة قدم شبه محترف بين عامي 1969 م - 1982 م وكان يلعب لصالح نادي قاسم باشا وذلك قبل أن يتم انتخابه عمدة لبلدية مدينة إسطنبول من قبل حزب الرفاه الإسلامي في عام 1994 م . وفي عام 1998 م اتهم أردوغان بالتحريض على الكراهية الدينية وتم ايقافه من منصبه وحكم عليه بالسجن لمدة 10 أشهر بسبب اقتباسه أبياتا من شعر تركي أثناء القائه خطابا في مدينة سعرد .",متى كان رجب طيب أردوغان رئيسا وزراء تركيا ؟,من مارس 2003 حتى أغسطس 2014,من مارس 2003 حتى أغسطس 2014.,0.91,0.9,0.91
"[Chunk 1]
كان أردوغان لاعب كرة قدم شبه محترف بين عامي 1969 م - 1982 م وكان يلعب لصالح نادي قاسم باشا وذلك قبل أن يتم انتخابه عمدة لبلدية مدينة إسطنبول من قبل حزب الرفاه الإسلامي في عام 1994 م . وفي عام 1998 م اتهم أردوغان بالتحريض على الكراهية الدينية وتم ايقافه من منصبه وحكم عليه بالسجن لمدة 10 أشهر بسبب اقتباسه أبياتا من شعر تركي أثناء القائه خطابا في مدينة سعرد .

[Chunk 2]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي . ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م . ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي .

[Chunk 3]
رجب طيب أردوغان ( بالتركية : Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي .",ماهي الرياضة التي كان فيها رجب طيب أردوغان شبه محترف ؟,كرة قدم,كرة القدم,0.91,0.9,0.91
